source_item_id	source_family	version_scope	source_path	source_heading	item_type	attachment_target	coverage_status	attachment_anchor	routing_aliases	matrix_notes	guardrail_reason	audit_job	evidence
SRC-PROP-XVER-000315	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > NM Network and security > TCP_ENABLE	property	GPTs/attachments/05_data_types_properties.md	Covered	Property Item Group: Network, SNMP, SSL/TLS, and listener security properties	general reference 1 datatypes properties; property; data types; properties; property defaults; ALTER SYSTEM; V$PROPERTY; default; range; dynamic change; restart; check SQL; TCP_ENABLE; 1; [0, 1]; 0	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: TCP_ENABLE ordinary TCP/IP protocol availability. The attachment preserves default, range, mutability, TLS/SNMP/listener caution, and V$PROPERTY check SQL.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md TCP_ENABLE row with 7.1 L12919 NM, 7.3 L12962 NM, 8.1 L13222 NM; rg -n 'TCP_ENABLE' GPTs/attachments/05_data_types_properties.md confirms answer-ready coverage
SRC-PROP-XVER-000316	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > L Database link > DBLINK_ALTILINKER_CONNECT_TIMEOUT	property	GPTs/attachments/16_dblink_external_connectors.md	Covered	DB Link Property Blocks > Property group: altibase.properties	general reference 1 datatypes properties; property; DB Link; AltiLinker; Hadoop Connector; DBeaver; external connectors; default; range; dynamic change; restart; check SQL; DBLINK_ALTILINKER_CONNECT_TIMEOUT; 100; 0; 2^32-1	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: DBLINK_ALTILINKER_CONNECT_TIMEOUT maximum wait, in seconds, for the Altibase server to connect to `AltiLinker`. The DB Link attachment preserves default, range, mutability, DB Link caution, and V$PROPERTY check SQL.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md DBLINK_ALTILINKER_CONNECT_TIMEOUT row with 7.1 L14226 L, 7.3 L14734 L, 8.1 L14995 L; rg -n 'DB Link Property Blocks|DBLINK_ALTILINKER_CONNECT_TIMEOUT' GPTs/attachments/16_dblink_external_connectors.md GPTs/attachments/05_data_types_properties.md confirms DB Link property coverage and routing
SRC-PROP-XVER-000317	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > L Database link > DBLINK_DATA_BUFFER_ALLOC_RATIO	property	GPTs/attachments/16_dblink_external_connectors.md	Covered	DB Link Property Blocks > Property group: altibase.properties	general reference 1 datatypes properties; property; DB Link; AltiLinker; Hadoop Connector; DBeaver; external connectors; default; range; dynamic change; restart; check SQL; DBLINK_DATA_BUFFER_ALLOC_RATIO; 50; 0; 1	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: DBLINK_DATA_BUFFER_ALLOC_RATIO ratio for allocating record buffers from remaining DB Link dedicated data-buffer space. The DB Link attachment preserves default, range, mutability, DB Link caution, and V$PROPERTY check...		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md DBLINK_DATA_BUFFER_ALLOC_RATIO row with 7.1 L14248 L, 7.3 L14756 L, 8.1 L15017 L; rg -n 'DB Link Property Blocks|DBLINK_DATA_BUFFER_ALLOC_RATIO' GPTs/attachments/16_dblink_external_connectors.md GPTs/attachments/05_data_types_properties.md confirms DB Link property coverage and routing
SRC-PROP-XVER-000318	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > L Database link > DBLINK_DATA_BUFFER_BLOCK_COUNT	property	GPTs/attachments/16_dblink_external_connectors.md	Covered	DB Link Property Blocks > Property group: altibase.properties	general reference 1 datatypes properties; property; DB Link; AltiLinker; Hadoop Connector; DBeaver; external connectors; default; range; dynamic change; restart; check SQL; DBLINK_DATA_BUFFER_BLOCK_COUNT; 128; 0; 2^12-1; DBLINK_DATA_BUFFER_BLOCK_COUNT * DBLINK_DATA_BUFFER_BLOCK_SIZE	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: DBLINK_DATA_BUFFER_BLOCK_COUNT initial number of DB Link data-buffer record blocks. The DB Link attachment preserves default, range, mutability, DB Link caution, and V$PROPERTY check SQL.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md DBLINK_DATA_BUFFER_BLOCK_COUNT row with 7.1 L14270 L, 7.3 L14778 L, 8.1 L15039 L; rg -n 'DB Link Property Blocks|DBLINK_DATA_BUFFER_BLOCK_COUNT' GPTs/attachments/16_dblink_external_connectors.md GPTs/attachments/05_data_types_properties.md confirms DB Link property coverage and routing
SRC-PROP-XVER-000319	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > L Database link > DBLINK_DATA_BUFFER_BLOCK_SIZE	property	GPTs/attachments/16_dblink_external_connectors.md	Covered	DB Link Property Blocks > Property group: altibase.properties	general reference 1 datatypes properties; property; DB Link; AltiLinker; Hadoop Connector; DBeaver; external connectors; default; range; dynamic change; restart; check SQL; DBLINK_DATA_BUFFER_BLOCK_SIZE; 2 MBytes; 0; 29; DBLINK_DATA_BUFFER_BLOCK_COUNT	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: DBLINK_DATA_BUFFER_BLOCK_SIZE DB Link data-buffer record block size in bytes. The DB Link attachment preserves default, range, mutability, DB Link caution, and V$PROPERTY check SQL.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md DBLINK_DATA_BUFFER_BLOCK_SIZE row with 7.1 L14292 L, 7.3 L14800 L, 8.1 L15061 L; rg -n 'DB Link Property Blocks|DBLINK_DATA_BUFFER_BLOCK_SIZE' GPTs/attachments/16_dblink_external_connectors.md GPTs/attachments/05_data_types_properties.md confirms DB Link property coverage and routing
SRC-PROP-XVER-000320	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > L Database link > DBLINK_ENABLE	property	GPTs/attachments/16_dblink_external_connectors.md	Covered	DB Link Property Blocks > Property group: altibase.properties	general reference 1 datatypes properties; property; DB Link; AltiLinker; Hadoop Connector; DBeaver; external connectors; default; range; dynamic change; restart; check SQL; DBLINK_ENABLE; 0; 1	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: DBLINK_ENABLE enables DB Link. The DB Link attachment preserves default, range, mutability, DB Link caution, and V$PROPERTY check SQL.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md DBLINK_ENABLE row with 7.1 L14314 L, 7.3 L14822 L, 8.1 L15083 L; rg -n 'DB Link Property Blocks|DBLINK_ENABLE' GPTs/attachments/16_dblink_external_connectors.md GPTs/attachments/05_data_types_properties.md confirms DB Link property coverage and routing
SRC-PROP-XVER-000321	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > L Database link > DBLINK_GLOBAL_TRANSACTION_LEVEL	property	GPTs/attachments/16_dblink_external_connectors.md	Covered	DB Link Property Blocks > Property group: altibase.properties	general reference 1 datatypes properties; property; DB Link; AltiLinker; Hadoop Connector; DBeaver; external connectors; default; range; dynamic change; restart; check SQL; DBLINK_GLOBAL_TRANSACTION_LEVEL; 1; 0; 2; DBLINK_REMOTE_STATEMENT_AUTOCOMMIT	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: DBLINK_GLOBAL_TRANSACTION_LEVEL controls remote statement execution, simple transaction commit, or two-phase commit. The DB Link attachment preserves default, range, mutability, DB Link caution, and V$PROPERTY check SQL.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md DBLINK_GLOBAL_TRANSACTION_LEVEL row with 7.1 L14336 L, 7.3 L14844 L, 8.1 L15105 L; rg -n 'DB Link Property Blocks|DBLINK_GLOBAL_TRANSACTION_LEVEL' GPTs/attachments/16_dblink_external_connectors.md GPTs/attachments/05_data_types_properties.md confirms DB Link property coverage and routing
SRC-PROP-XVER-000322	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > L Database link > DBLINK_RECOVERY_MAX_LOGFILE	property	GPTs/attachments/16_dblink_external_connectors.md	Covered	DB Link Property Blocks > Property group: altibase.properties	general reference 1 datatypes properties; property; DB Link; AltiLinker; Hadoop Connector; DBeaver; external connectors; default; range; dynamic change; restart; check SQL; DBLINK_RECOVERY_MAX_LOGFILE; 0; 1; 2^32-1	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: DBLINK_RECOVERY_MAX_LOGFILE maximum number of DB Link distributed-transaction recovery log files. The DB Link attachment preserves default, range, mutability, DB Link caution, and V$PROPERTY check SQL.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md DBLINK_RECOVERY_MAX_LOGFILE row with 7.1 L14364 L, 7.3 L14872 L, 8.1 L15133 L; rg -n 'DB Link Property Blocks|DBLINK_RECOVERY_MAX_LOGFILE' GPTs/attachments/16_dblink_external_connectors.md GPTs/attachments/05_data_types_properties.md confirms DB Link property coverage and routing
SRC-PROP-XVER-000323	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > L Database link > DBLINK_REMOTE_STATEMENT_AUTOCOMMIT	property	GPTs/attachments/16_dblink_external_connectors.md	Covered	DB Link Property Blocks > Property group: altibase.properties	general reference 1 datatypes properties; property; DB Link; AltiLinker; Hadoop Connector; DBeaver; external connectors; default; range; dynamic change; restart; check SQL; DBLINK_REMOTE_STATEMENT_AUTOCOMMIT; DBLINK_GLOBAL_TRANSACTION_LEVEL=0; 0; 1	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: DBLINK_REMOTE_STATEMENT_AUTOCOMMIT remote database autocommit mode used when `DBLINK_GLOBAL_TRANSACTION_LEVEL=0`. The DB Link attachment preserves default, range, mutability, DB Link caution, and V$PROPERTY check SQL.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md DBLINK_REMOTE_STATEMENT_AUTOCOMMIT row with 7.1 L14388 L, 7.3 L14896 L, 8.1 L15157 L; rg -n 'DB Link Property Blocks|DBLINK_REMOTE_STATEMENT_AUTOCOMMIT' GPTs/attachments/16_dblink_external_connectors.md GPTs/attachments/05_data_types_properties.md confirms DB Link property coverage and routing
SRC-PROP-XVER-000324	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > L Database link > DBLINK_REMOTE_TABLE_BUFFER_SIZE	property	GPTs/attachments/16_dblink_external_connectors.md	Covered	DB Link Property Blocks > Property group: altibase.properties	general reference 1 datatypes properties; property; DB Link; AltiLinker; Hadoop Connector; DBeaver; external connectors; default; range; dynamic change; restart; check SQL; DBLINK_REMOTE_TABLE_BUFFER_SIZE; REMOTE_TABLE; 50; 0; 2^32-1	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: DBLINK_REMOTE_TABLE_BUFFER_SIZE memory buffer in megabytes used for `REMOTE_TABLE` result storage. The DB Link attachment preserves default, range, mutability, DB Link caution, and V$PROPERTY check SQL.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md DBLINK_REMOTE_TABLE_BUFFER_SIZE row with 7.1 L14416 L, 7.3 L14924 L, 8.1 L15185 L; rg -n 'DB Link Property Blocks|DBLINK_REMOTE_TABLE_BUFFER_SIZE' GPTs/attachments/16_dblink_external_connectors.md GPTs/attachments/05_data_types_properties.md confirms DB Link property coverage and routing
SRC-PROP-XVER-000325	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > AS Account security > CASE_SENSITIVE_PASSWORD	property	GPTs/attachments/05_data_types_properties.md	Covered	Property Item Group: Account password, administrator access, and ACCESS_LIST properties	general reference 1 datatypes properties; property; data types; properties; property defaults; ALTER SYSTEM; V$PROPERTY; default; range; dynamic change; restart; check SQL; CASE_SENSITIVE_PASSWORD; Unsigned Integer; 0; [0, 1]; 1	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: CASE_SENSITIVE_PASSWORD controls whether quoted passwords are case-sensitive while unquoted passwords remain uppercase-normalized.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md CASE_SENSITIVE_PASSWORD row with 7.1 L14668 AS, 7.3 L15176 AS, 8.1 L15437 AS; rg -n 'CASE_SENSITIVE_PASSWORD' GPTs/attachments/05_data_types_properties.md confirms answer-ready coverage
SRC-PROP-XVER-000326	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > AS Account security > FAILED_LOGIN_ATTEMPTS	property	GPTs/attachments/05_data_types_properties.md	Covered	Property Item Group: Account password, administrator access, and ACCESS_LIST properties	general reference 1 datatypes properties; property; data types; properties; property defaults; ALTER SYSTEM; V$PROPERTY; default; range; dynamic change; restart; check SQL; FAILED_LOGIN_ATTEMPTS; 0; [0, 1000]	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: FAILED_LOGIN_ATTEMPTS sets the failed-login count before an account cannot log in.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md FAILED_LOGIN_ATTEMPTS row with 7.1 L14695 AS, 7.3 L15203 AS, 8.1 L15464 AS; rg -n 'FAILED_LOGIN_ATTEMPTS' GPTs/attachments/05_data_types_properties.md confirms answer-ready coverage
SRC-PROP-XVER-000327	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > AS Account security > PASSWORD_GRACE_TIME	property	GPTs/attachments/05_data_types_properties.md	Covered	Property Item Group: Account password, administrator access, and ACCESS_LIST properties	general reference 1 datatypes properties; property; data types; properties; property defaults; ALTER SYSTEM; V$PROPERTY; default; range; dynamic change; restart; check SQL; PASSWORD_GRACE_TIME; 0; [0, 3650]	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: PASSWORD_GRACE_TIME sets the grace period after password expiration.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md PASSWORD_GRACE_TIME row with 7.1 L14761 AS, 7.3 L15269 AS, 8.1 L15530 AS; rg -n 'PASSWORD_GRACE_TIME' GPTs/attachments/05_data_types_properties.md confirms answer-ready coverage
SRC-PROP-XVER-000328	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > AS Account security > PASSWORD_LIFE_TIME	property	GPTs/attachments/05_data_types_properties.md	Covered	Property Item Group: Account password, administrator access, and ACCESS_LIST properties	general reference 1 datatypes properties; property; data types; properties; property defaults; ALTER SYSTEM; V$PROPERTY; default; range; dynamic change; restart; check SQL; PASSWORD_LIFE_TIME; 0; [0, 3650]	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: PASSWORD_LIFE_TIME sets password validity in days.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md PASSWORD_LIFE_TIME row with 7.1 L14739 AS, 7.3 L15247 AS, 8.1 L15508 AS; rg -n 'PASSWORD_LIFE_TIME' GPTs/attachments/05_data_types_properties.md confirms answer-ready coverage
SRC-PROP-XVER-000329	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > AS Account security > PASSWORD_LOCK_TIME	property	GPTs/attachments/05_data_types_properties.md	Covered	Property Item Group: Account password, administrator access, and ACCESS_LIST properties	general reference 1 datatypes properties; property; data types; properties; property defaults; ALTER SYSTEM; V$PROPERTY; default; range; dynamic change; restart; check SQL; PASSWORD_LOCK_TIME; 0; [0, 3650]	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: PASSWORD_LOCK_TIME sets how long a locked account remains locked.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md PASSWORD_LOCK_TIME row with 7.1 L14717 AS, 7.3 L15225 AS, 8.1 L15486 AS; rg -n 'PASSWORD_LOCK_TIME' GPTs/attachments/05_data_types_properties.md confirms answer-ready coverage
SRC-PROP-XVER-000330	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > AS Account security > PASSWORD_REUSE_MAX	property	GPTs/attachments/05_data_types_properties.md	Covered	Property Item Group: Account password, administrator access, and ACCESS_LIST properties	general reference 1 datatypes properties; property; data types; properties; property defaults; ALTER SYSTEM; V$PROPERTY; default; range; dynamic change; restart; check SQL; PASSWORD_REUSE_MAX; 0; [0, 1000]	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: PASSWORD_REUSE_MAX sets the password-change count before reuse is allowed.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md PASSWORD_REUSE_MAX row with 7.1 L14805 AS, 7.3 L15313 AS, 8.1 L15574 AS; rg -n 'PASSWORD_REUSE_MAX' GPTs/attachments/05_data_types_properties.md confirms answer-ready coverage
SRC-PROP-XVER-000331	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > AS Account security > PASSWORD_REUSE_TIME	property	GPTs/attachments/05_data_types_properties.md	Covered	Property Item Group: Account password, administrator access, and ACCESS_LIST properties	general reference 1 datatypes properties; property; data types; properties; property defaults; ALTER SYSTEM; V$PROPERTY; default; range; dynamic change; restart; check SQL; PASSWORD_REUSE_TIME; 0; [0, 3650]	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: PASSWORD_REUSE_TIME sets the days that must pass before password reuse.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md PASSWORD_REUSE_TIME row with 7.1 L14783 AS, 7.3 L15291 AS, 8.1 L15552 AS; rg -n 'PASSWORD_REUSE_TIME' GPTs/attachments/05_data_types_properties.md confirms answer-ready coverage
SRC-PROP-XVER-000332	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > AS Account security > PASSWORD_VERIFY_FUNCTION	property	GPTs/attachments/05_data_types_properties.md	Covered	Property Item Group: Account password, administrator access, and ACCESS_LIST properties	general reference 1 datatypes properties; property; data types; properties; property defaults; ALTER SYSTEM; V$PROPERTY; default; range; dynamic change; restart; check SQL; PASSWORD_VERIFY_FUNCTION; 40	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: PASSWORD_VERIFY_FUNCTION names the user-defined callback used to verify passwords.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md PASSWORD_VERIFY_FUNCTION row with 7.1 L14827 AS, 7.3 L15335 AS, 8.1 L15596 AS; rg -n 'PASSWORD_VERIFY_FUNCTION' GPTs/attachments/05_data_types_properties.md confirms answer-ready coverage
SRC-PROP-XVER-000333	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > E Other > ACCESS_LIST	property	GPTs/attachments/05_data_types_properties.md	Covered	Property Item Group: Account password, administrator access, and ACCESS_LIST properties	general reference 1 datatypes properties; property; data types; properties; property defaults; ALTER SYSTEM; V$PROPERTY; default; range; dynamic change; restart; check SQL; ACCESS_LIST; ACCESS_LIST = operation, address, mask, [limit]; operation; PERMIT; DENY; address; mask; limit; ALTER SYSTEM RELOAD ACCESS LIST; SYSDBA; V$ACCESS_LIST.CONNECTED; V$ACCESS_LIST.LIMIT	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: ACCESS_LIST defines ordered PERMIT and DENY IP access rules with optional per-range session limits.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md ACCESS_LIST row with 7.1 L14851 E, 7.3 L15359 E, 8.1 L15620 E; rg -n 'ACCESS_LIST' GPTs/attachments/05_data_types_properties.md confirms answer-ready coverage
SRC-PROP-XVER-000334	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > E Other > ACCESS_LIST_FILE	property	GPTs/attachments/05_data_types_properties.md	Covered	Property Item Group: Account password, administrator access, and ACCESS_LIST properties	general reference 1 datatypes properties; property; data types; properties; property defaults; ALTER SYSTEM; V$PROPERTY; default; range; dynamic change; restart; check SQL; ACCESS_LIST_FILE; ACCESS_LIST; ACCESS_LIST=; PERMIT, 192.168.3.0, 255.255.255.0; 1024; ALTER SYSTEM RELOAD ACCESS LIST; PERMIT	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: ACCESS_LIST_FILE points to an external absolute-path access-list file and is reloaded with ALTER SYSTEM RELOAD ACCESS LIST.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md ACCESS_LIST_FILE row with 7.1 L14938 E, 7.3 L15444 E, 8.1 L15705 E; rg -n 'ACCESS_LIST_FILE' GPTs/attachments/05_data_types_properties.md confirms answer-ready coverage
SRC-PROP-XVER-000335	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > E Other > ADMIN_MODE	property	GPTs/attachments/05_data_types_properties.md	Covered	Property Item Group: Account password, administrator access, and ACCESS_LIST properties	general reference 1 datatypes properties; property; data types; properties; property defaults; ALTER SYSTEM; V$PROPERTY; default; range; dynamic change; restart; check SQL; ADMIN_MODE; Unsigned Integer; 0; [0, 1]; 1; SYS; SYSTEM_; SYSDBA; ADMIN_MODE=1	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: ADMIN_MODE enables administrator-only connection mode for SYS or SYSTEM_ with SYSDBA.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md ADMIN_MODE row with 7.1 L14962 E, 7.3 L15468 E, 8.1 L15729 E; rg -n 'ADMIN_MODE' GPTs/attachments/05_data_types_properties.md confirms answer-ready coverage
SRC-PROP-XVER-000336	general_reference_1_datatypes_properties	cross-version	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	General Reference 1 > Altibase properties > E Other > REMOTE_SYSDBA_ENABLE	property	GPTs/attachments/05_data_types_properties.md	Covered	Property Item Group: Account password, administrator access, and ACCESS_LIST properties	general reference 1 datatypes properties; property; data types; properties; property defaults; ALTER SYSTEM; V$PROPERTY; default; range; dynamic change; restart; check SQL; REMOTE_SYSDBA_ENABLE; Unsigned Integer; 1; [0, 1]; 0; SYSDBA	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: REMOTE_SYSDBA_ENABLE controls whether remote SYSDBA mode connections are allowed.		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: property_inventory.md REMOTE_SYSDBA_ENABLE row with 7.1 L15640 E, 7.3 L16167 E, 8.1 L16475 E; rg -n 'REMOTE_SYSDBA_ENABLE' GPTs/attachments/05_data_types_properties.md confirms answer-ready coverage
SRC-DICT-XVER-000001	general_reference_2_dictionary_views	cross-version	Manuals/Altibase_7.3/kor/General_Reference-2.The Data Dictionary.md	General Reference 2 > Data Dictionary > Meta Tables > structure, query, data change, and schema change rules	warning	GPTs/attachments/06_data_dictionary_performance_views.md	Covered	Response Rules; Dictionary and Performance View Inventory Baseline; Inventory Verification SQL	general reference 2 dictionary views; warning; dictionary; performance views; view columns; metadata checks; V$; caution; missing input; safest next check; SYSTEM_; SYSTEM_.SYS_*; SELECT; DML; DDL; backup; migration; meta table schema	Catalog maps this item to an answer-ready attachment block; preserve exact literal tokens and version scope during later edits. Source summary: Meta tables are SYSTEM_-owned system-defined tables for database object metadata; customers may query them with SELECT, should avoid direct DML because damage is user responsibility, and must consider migration or aut...		FCA-J040	matrix build: python3 GPTs/reports/full_coverage_audit/scripts/fca_catalog_tools.py build-matrix --audit-job FCA-J040; catalog evidence: source locators: Manuals/Altibase_7.3/kor/General_Reference-2.The Data Dictionary.md lines 440-468; rg -n 'Query meta tables with SELECT|direct DML|SYSTEM_.SYS_TABLES_' GPTs/attachments/06_data_dictionary_performance_views.md
