source_id	source_origin	source_path	source_role	source_family	title	version_scope	language	authority_label	aid_classification	classification_evidence	selection_decision	extraction_mode	source_sha256	byte_count	line_count	estimated_tokens	selected_by_job	last_verified_job	notes
SRC-000078	repo	Manuals/Altibase_7.1/kor/iSQL User's Manual.md	product_source	isql_iloader	Altibase 7.1	7.1	ko	Korean authoritative			include_exact	exact_markdown	47a39204d050f52b8e3c92130d38c42ed2d2806b5200ab7feeb3d87d252ad8f6	131939	3610	24078	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000079	repo	Manuals/Altibase_7.3/eng/API User's Manual.md	product_source	c_cli_odbc_precompiler	Application Program Interface User’s Manual	7.3	en	English extraction aid			include_exact	exact_markdown	3064719f8a35b110a40db96a7cf32db782d132b280d144cca0bc8eeb4b37b606	155648	3853	38842	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000080	repo	Manuals/Altibase_7.3/eng/Adapter for JDBC User's Manual.md	product_source	jdbc_java	Altibase 7.3	7.3	en	English extraction aid			include_exact	exact_markdown	0e00013d4e29bc97108a3ef6d4434382db1dd77b86ccd2f548f93917530f0da8	56605	1042	14121	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000081	repo	Manuals/Altibase_7.3/eng/Adapter for Oracle User's Manual.md	product_source	migration_oracle	Altibase 7.3	7.3	en	English extraction aid			include_exact	exact_markdown	cd1b34fc5ac05afc12c375aa3e0a2abb76a1f1bb1d158984c82fb38c7148a0c3	63327	1400	15789	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000082	repo	Manuals/Altibase_7.3/eng/Administrator’s Manual.md	product_source	administrator_operations	Altibase 7.3	7.3	en	English extraction aid			include_exact	exact_markdown	ed22270deedcdfd21475feccb09dace28621eee30bb094e75987c712dd887d99	540095	10508	134735	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000083	repo	Manuals/Altibase_7.3/eng/Altibase C Interface Manual.md	product_source	c_cli_odbc_precompiler	Altibase 7.3	7.3	en	English extraction aid			include_exact	exact_markdown	c17c6460eb6c7c6bb9d9301f94da7cda28a8b8a409e6ba16d135e1e2938cb3c8	158053	3812	39483	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000084	repo	Manuals/Altibase_7.3/eng/Altibase SSL TLS User's Guide.md	product_source	security_ssl_tls	Altibase SSL/TLS User's Guide	7.3	en	English extraction aid			include_exact	exact_markdown	2293e0d3e2a57eea7b2adfc2a13148622570f83f804e4fbe8ee033bf36aa8e41	44931	957	11207	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000085	repo	Manuals/Altibase_7.3/eng/CLI User's Manual.md	product_source	c_cli_odbc_precompiler	CLI User's Manual	7.3	en	English extraction aid			include_exact	exact_markdown	8a5c302c8a092621a323c82e3822f1c8cdb23a6247a1a9c005dfb75e8e35bc05	429501	10207	107078	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000086	repo	Manuals/Altibase_7.3/eng/DB Link User's Manual.md	product_source	dblink_hadoop_external_connectors	Altibase 7.3	7.3	en	English extraction aid			include_exact	exact_markdown	5622135ef46b6bff10cd0dd9084734256a9c1cfff992e83fa51edd4322b5864a	110509	2698	27587	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000087	repo	Manuals/Altibase_7.3/eng/Error Message Reference.md	product_source	error_message_reference	Error Message Reference	7.3	en	English extraction aid			include_exact	exact_markdown	36922725a97d66a1660eac1e405b764a03132cb37575c0dd76d9c5d391d7f574	760319	18190	189946	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000088	repo	Manuals/Altibase_7.3/eng/External Procedures Manual.md	product_source	stored_external_procedures	C/C++ External Procedures Manual	7.3	en	English extraction aid			include_exact	exact_markdown	68fd8f70367ff1453f260dc2a8c83677d9f97f5c865496d55abd99f9514f1ef0	44998	1068	11223	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000089	repo	Manuals/Altibase_7.3/eng/General Reference-1.Data Types & Altibase Properties.md	product_source	general_reference_1_datatypes_properties	General Reference-1.Data Types & Altibase Properties	7.3	en	English extraction aid			include_exact	exact_markdown	c934f06cdc9e5cdffb810e43fd4b2fc12793bcca2d8bea3a822c52d131b7dcd6	358955	15435	89614	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000090	repo	Manuals/Altibase_7.3/eng/General Reference-2.The Data Dictionary.md	product_source	general_reference_2_dictionary_views	General Reference-2.The Data Dictionary	7.3	en	English extraction aid			include_exact	exact_markdown	1bb09f3a2ef71a32e262c0fe050cf472074206eda6cef0be42769be6fc5d1a8f	591429	12295	147789	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000091	repo	Manuals/Altibase_7.3/eng/Getting Started Guide.md	product_source	getting_started_installation	Altibase 7.3	7.3	en	English extraction aid			include_exact	exact_markdown	08657e4bcad20e136c8f1948c234857ff24bbd209b83587f54be245cfb275919	84949	2285	21200	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000092	repo	Manuals/Altibase_7.3/eng/Hadoop Connector User's Manual.md	product_source	dblink_hadoop_external_connectors	Altibase 7.3	7.3	en	English extraction aid			include_exact	exact_markdown	e2af7b1db8e793ad5dba33dac2dbc2a5db0e68d6f8780fa7f705b747ea71505d	23985	608	5963	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000093	repo	Manuals/Altibase_7.3/eng/Installation Guide.md	product_source	getting_started_installation	Altibase 7.3	7.3	en	English extraction aid			include_exact	exact_markdown	1b637599fb10d9365a8110a02fb2ad86be65a6eeca9c50dcc63b0c58e1fd8fe4	62951	1708	15707	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000094	repo	Manuals/Altibase_7.3/eng/JDBC User's Manual.md	product_source	jdbc_java	Altibase 7.3	7.3	en	English extraction aid			include_exact	exact_markdown	997695afbfc31166b643a6a3e447db21cfdfd1c14ef53b866b0f48bd7ab9d6f3	192015	3916	47798	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000095	repo	Manuals/Altibase_7.3/eng/Log Analyzer User's Manual.md	product_source	log_analyzer	Log Analyzer User’s Manual	7.3	en	English extraction aid			include_exact	exact_markdown	17615e456433d6fe980e9519a53830cef3b808aa96392784225a6b2d42eeedfb	163136	5747	40637	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000096	repo	Manuals/Altibase_7.3/eng/Monitoring API Developer's Guide.md	product_source	monitoring_api_snmp	Altibase 7.3	7.3	en	English extraction aid			include_exact	exact_markdown	9ac9e30420f9fe08a042b93b89c68d4ea028436cb551da7e4b1e5ff9ba0c7741	93002	2817	23226	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000097	repo	Manuals/Altibase_7.3/eng/ODBC User's Manual.md	product_source	c_cli_odbc_precompiler	ODBC User\'s Manual	7.3	en	English extraction aid			include_exact	exact_markdown	661600fbfaa84f953594a03bad326b688acf77a0bd844d5eecb982c2dc9b88ea	24063	628	5989	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000098	repo	Manuals/Altibase_7.3/eng/Performance Tuning Guide.md	product_source	performance_tuning	Altibase 7.3	7.3	en	English extraction aid			include_exact	exact_markdown	0366da7b10afc2b9e0a80a4bc1c5214b6ff698f7b9f9a73fb84cee264c11622c	243617	6125	60855	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000099	repo	Manuals/Altibase_7.3/eng/Precompiler User's Manual.md	product_source	c_cli_odbc_precompiler	Altibase 7.3	7.3	en	English extraction aid			include_exact	exact_markdown	6f287b80655334bd6c49ebf8877966d95262695568f366a15283b2bffe6fffb9	375808	10131	93809	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000100	repo	Manuals/Altibase_7.3/eng/README.md	product_source	source_index	Altibase 7.3 English manuals	7.3	en	English extraction aid			include_exact	exact_markdown	fe0d98a58a28f48c2aa28d0352f21363a0a81a46845a091ecf33a19e2c397f4e	5279	82	1320	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000101	repo	Manuals/Altibase_7.3/eng/Replication Manual.md	product_source	replication_manual	Replication Manual	7.3	en	English extraction aid			include_exact	exact_markdown	14df5822222fa7ce11249f837b67acbc5b1a1fc461f44b8ffdcafcedfeac89c3	235966	5732	58895	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000102	repo	Manuals/Altibase_7.3/eng/SNMP Agent Guide.md	product_source	monitoring_api_snmp	Altibase 7.3	7.3	en	English extraction aid			include_exact	exact_markdown	b93833cdc18a7e84643a89397e9bc4a0c71de26d8b5a2502c088d59027110156	63078	1809	15745	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000103	repo	Manuals/Altibase_7.3/eng/SQL Reference.md	product_source	sql_reference	SQL Reference	7.3	en	English extraction aid			include_exact	exact_markdown	65d81a85d8a6e99bdbe8a94e5c66c15fed86e3cca37c56e27ce7ccda14de613f	756881	23437	188835	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000104	repo	Manuals/Altibase_7.3/eng/Spatial SQL Reference.md	product_source	spatial_nifi_tableau	Spatial SQL Reference	7.3	en	English extraction aid			include_exact	exact_markdown	d6ba39db27a32e07a3a1d266d35ff7bc9f42300d710499f662b0c0df35175c11	251357	7134	62347	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000105	repo	Manuals/Altibase_7.3/eng/Stored Procedures Manual.md	product_source	stored_external_procedures	Altibase 7.3	7.3	en	English extraction aid			include_exact	exact_markdown	260b44cc65e7ee8cfdd0ec78f10a38cf6bfece8f1184212183ab03b95f7c9f82	468303	15919	116953	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000106	repo	Manuals/Altibase_7.3/eng/Utilities Manual.md	product_source	utilities_datacompj	Altibase 7.3	7.3	en	English extraction aid			include_exact	exact_markdown	ff25ad8c321db47d724393ba3bfa71547ce08d7b803add558649dfff44f2ec67	231242	4481	57676	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000107	repo	Manuals/Altibase_7.3/eng/iLoader User's Manual.md	product_source	isql_iloader	Altibase 7.3	7.3	en	English extraction aid			include_exact	exact_markdown	730005b824fa29926d4c0b55551ab5201337c64c805897fa6d80db7d1eb1ffdb	112227	2734	27966	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000108	repo	Manuals/Altibase_7.3/eng/iSQL User's Manual.md	product_source	isql_iloader	Altibase 7.3	7.3	en	English extraction aid			include_exact	exact_markdown	31e41fab61e97a9b77f31f4278193626e01532b5f85d9f21640fef23042b9014	129575	3467	32347	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000109	repo	Manuals/Altibase_7.3/eng/media/StoredProcedure/StoredProcedure1_Eng.md	product_source	stored_external_procedures	About This Manual	7.3	en	English extraction aid			include_exact	exact_markdown	1479b7b3db15c6195af737ee12abdf49c7f32d6616df67d1cd66671f5ee03fc0	175040	6006	43705	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000110	repo	Manuals/Altibase_7.3/kor/API User's Manual.md	product_source	c_cli_odbc_precompiler	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	5d4f8bcbd8a224cdc710cc5b9cad6eba5cec6986be172de4cb672e0466233fd9	166298	4131	29510	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000111	repo	Manuals/Altibase_7.3/kor/Adapter for JDBC User's Manual.md	product_source	jdbc_java	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	0b9a9524780760ec45515622ffb7d3c0f979d54da985bbeab701411916c85a8c	60403	1287	10004	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000112	repo	Manuals/Altibase_7.3/kor/Adapter for Oracle User's Manual.md	product_source	migration_oracle	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	4f6a8d5631114dc3a0b199b1a8d8392f7cd3d7225cda01b77a395f8e28f31934	65578	1423	10604	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000113	repo	Manuals/Altibase_7.3/kor/Administrator's Manual.md	product_source	administrator_operations	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	9b225dd3487ce5cc5daefa059f36509bb66244505a6e51c0e6c0be30e3c1b3bf	591531	10416	82448	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000114	repo	Manuals/Altibase_7.3/kor/Altibase C Interface Manual.md	product_source	c_cli_odbc_precompiler	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	cf0d0f26209b004ef21aff6b98f567acb480d88a5ce1ddf2ace067cf22c4ad33	175689	4343	30993	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000115	repo	Manuals/Altibase_7.3/kor/Altibase SSL TLS User's Guide.md	product_source	security_ssl_tls	Altibase SSL/TLS User's Guide	7.3	ko	Korean authoritative			include_exact	exact_markdown	5090bbded491d37d3dd770e1d21eb351d2c85c1a730e350bf54c03ea38f8659d	49096	1099	8321	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000116	repo	Manuals/Altibase_7.3/kor/CLI User's Manual.md	product_source	c_cli_odbc_precompiler	CLI User's Manual	7.3	ko	Korean authoritative			include_exact	exact_markdown	04345e632d41474f7db266f557f72f9d2e294858a5c3275ba8796880929f39a3	526556	11152	103271	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000117	repo	Manuals/Altibase_7.3/kor/DB Link User's Manual.md	product_source	dblink_hadoop_external_connectors	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	abd9dcf90cebc57a0a44e22b2fed5b5fe43a6a8f3f82c38df9b2c18514e72dff	131217	3062	22130	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000118	repo	Manuals/Altibase_7.3/kor/Error Message Reference.md	product_source	error_message_reference	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	892d73bb719b23964cb5d7fd74b3a9a52eb6350819fa33d58913d622a30f79c0	757808	22235	189057	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000119	repo	Manuals/Altibase_7.3/kor/External Procedures Manual.md	product_source	stored_external_procedures	C/C++ External Procedures Manual	7.3	ko	Korean authoritative			include_exact	exact_markdown	59a2b92591856d52a174192e6e2ae6d713de50536592edc70b333f67e7b1db12	47299	1234	8002	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000120	repo	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	product_source	general_reference_1_datatypes_properties	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	cf598fe7c7974248530e9d0c35b134047fcf291118132a80fb7aadda661accb7	391271	16290	62184	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000121	repo	Manuals/Altibase_7.3/kor/General_Reference-2.The Data Dictionary.md	product_source	general_reference_2_dictionary_views	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	9ebc83851b8f173d7cd68899dd49559e9381da2278b701f1df8fb9a0106fd4b1	624516	12908	109004	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000122	repo	Manuals/Altibase_7.3/kor/Getting Started Guide.md	product_source	getting_started_installation	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	586ccd71d1ef5cc0365ef1fbafd76e818ba12e65af8609cef6eb4012995249aa	92088	2247	14480	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000123	repo	Manuals/Altibase_7.3/kor/Hadoop Connector User's Manual.md	product_source	dblink_hadoop_external_connectors	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	b27f51a864754e52cde1dcff76cc5f0198ab2ef01c52b33c936f4b6608a708b8	28196	717	4844	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000124	repo	Manuals/Altibase_7.3/kor/Installation Guide.md	product_source	getting_started_installation	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	002871d755f98b113b5bde1792cfcd25a80130aead15b0407ffc297a0a394b48	67486	1734	11345	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000125	repo	Manuals/Altibase_7.3/kor/JDBC User's Manual.md	product_source	jdbc_java	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	3256c691c0649151b44a587498cd2da0e42057d77a1e44bd57731433a1c8f1e2	218473	4380	44120	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000126	repo	Manuals/Altibase_7.3/kor/Log Analyzer User's Manual.md	product_source	log_analyzer	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	d3bb715935474008e694590106e7953daa6cbd97393264d73e78fca6eb06a4ac	152550	6014	31612	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000127	repo	Manuals/Altibase_7.3/kor/Monitoring API Developer's Guide.md	product_source	monitoring_api_snmp	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	ad54734af38826bc075fe9387ecad944bcc6e0ce518b31177d4611e40a6ac23d	90323	2950	18528	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000128	repo	Manuals/Altibase_7.3/kor/ODBC User's Manual.md	product_source	c_cli_odbc_precompiler	ODBC User\'s Manual	7.3	ko	Korean authoritative			include_exact	exact_markdown	931d424b06cc7c8b1c68ef34efaa28d59cc842232158284d0bcbbef57cac2a34	25349	708	4992	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000129	repo	Manuals/Altibase_7.3/kor/Performance Tuning Guide.md	product_source	performance_tuning	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	92089da1fe129ee5f3bf525864396a52596d83a6c263f6cb04805fd344207935	266249	6378	44972	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000130	repo	Manuals/Altibase_7.3/kor/Precompiler User's Manual.md	product_source	c_cli_odbc_precompiler	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	d551a477cdb192c0f224713d091c3fed36d0dd1fe14b9e74c166f43ce2345a2b	358632	10589	63401	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000131	repo	Manuals/Altibase_7.3/kor/README.md	product_source	source_index	Altibase 7.3 Korean manuals	7.3	ko	Korean authoritative			include_exact	exact_markdown	b3fbdaf50bb7be25337dff96b5b2e43f99e18122c9d2ecb9303b84da5f3cd806	5273	82	1319	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000132	repo	Manuals/Altibase_7.3/kor/Replication Manual.md	product_source	replication_manual	Replication Manual	7.3	ko	Korean authoritative			include_exact	exact_markdown	707991f27295d7596457f9059a79d30c3e364e0a669fdda32ec66cdc561f62c2	253802	6054	44330	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000133	repo	Manuals/Altibase_7.3/kor/SNMP Agent Guide.md	product_source	monitoring_api_snmp	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	98d56bb82c445d604446167643371ba0f3c61939c496de2f75e618d997609b6b	66248	1959	13254	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000134	repo	Manuals/Altibase_7.3/kor/SQL Reference.md	product_source	sql_reference	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	9f56a009435d57ee494d80ca4c7abff988e92d2376bdde08e03ea033389885c3	841096	26707	149535	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000135	repo	Manuals/Altibase_7.3/kor/Spatial SQL Reference.md	product_source	spatial_nifi_tableau	Spatial SQL Reference	7.3	ko	Korean authoritative			include_exact	exact_markdown	36d846fc6c7ff1872f88af73301b06068c257c4865bfad6c47d979d21a7c7cee	250429	7696	47382	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000136	repo	Manuals/Altibase_7.3/kor/Stored Procedures Manual.md	product_source	stored_external_procedures	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	20f0d2ed3a1f20f66288e3e6ae5b16966523c63911f34b59f928ec37f344a645	490022	17149	92609	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000137	repo	Manuals/Altibase_7.3/kor/Utilities Manual.md	product_source	utilities_datacompj	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	0f6a2e0f958d3e7601dc119cee2f755e194e9e232859e7311be3fbdeb8910e14	265764	4811	47129	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000138	repo	Manuals/Altibase_7.3/kor/iLoader User's Manual.md	product_source	isql_iloader	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	5297545a8c65fdd138223f4b32a7e349573036ce327b85a2e95e16ea7fe0304b	117609	3091	20497	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000139	repo	Manuals/Altibase_7.3/kor/iSQL User's Manual.md	product_source	isql_iloader	Altibase 7.3	7.3	ko	Korean authoritative			include_exact	exact_markdown	12620a67e43429e9b38f071fd42f824bd6d44dccbd053285702ba06ccd9388a3	131921	3630	24033	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000140	repo	Manuals/Altibase_trunk/eng/API User's Manual.md	product_source	c_cli_odbc_precompiler	Application Program Interface User’s Manual	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	326920150201e0189ffd6f14b30293b236bbde3300f0ca7b62ecd81de9546f38	155653	3850	38843	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000141	repo	Manuals/Altibase_trunk/eng/Adapter for JDBC User's Manual.md	product_source	jdbc_java	Trunk	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	c36bffd4cb827ba3cbf54592c40407cbdafa9fb48940c2ef010605bd80f07b9b	56799	1059	14170	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000142	repo	Manuals/Altibase_trunk/eng/Adapter for Oracle User's Manual.md	product_source	migration_oracle	Trunk	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	181ab6692a342014322834e526ec0b35bba3cea82efbb838208f327ed00bb0dd	63302	1400	15782	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000143	repo	Manuals/Altibase_trunk/eng/Administrator’s Manual.md	product_source	administrator_operations	Administrator’s Manual	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	e74d48a9f816a21b5f6642aab04b8843da2121fdff4590102fc24eba0da43053	548564	10623	136844	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000144	repo	Manuals/Altibase_trunk/eng/Altibase C Interface Manual.md	product_source	c_cli_odbc_precompiler	Trunk	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	874bc2ca75149561f7c90af5d3070223505f862b2ef5c316abbb58b90caa62d5	158039	3812	39480	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000145	repo	Manuals/Altibase_trunk/eng/Altibase SSL TLS User's Guide.md	product_source	security_ssl_tls	Altibase SSL/TLS User's Guide	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	2cbb5d6433baa21c0672a511afa6d0b51f5b437727a9cd0f894762328d2f1398	44959	947	11214	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000146	repo	Manuals/Altibase_trunk/eng/CLI User's Manual.md	product_source	c_cli_odbc_precompiler	CLI User's Manual	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	809cb30368127ad08e4a4373be508c672c3bd8154b2e52fb35d510636847b534	430290	10206	107274	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000147	repo	Manuals/Altibase_trunk/eng/DB Link User's Manual.md	product_source	dblink_hadoop_external_connectors	Trunk	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	6ec8be360cb311d372d57cbefc7ac103875aac9583016f8c541de8dec1cdc038	110996	2705	27709	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000148	repo	Manuals/Altibase_trunk/eng/Error Message Reference.md	product_source	error_message_reference	Trunk	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	6c6f3204d8bd6410178d1a8a1d11a3ad33b364030a1a50c496e027dd7a89ef38	781219	23088	195171	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000149	repo	Manuals/Altibase_trunk/eng/External Procedures Manual.md	product_source	stored_external_procedures	C/C++ External Procedures Manual	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	20eea28dec863cdea0d89d90b6d934416f7ff3417295340de9b96872ec8a4407	45504	1076	11350	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000150	repo	Manuals/Altibase_trunk/eng/General Reference-1.Data Types & Altibase Properties.md	product_source	general_reference_1_datatypes_properties	General Reference-1.Data Types & Altibase Properties	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	201de7c40b2111c14a4ec6c1b480d30ebd22419c445f8c40304aeefff1872fef	359502	15462	89751	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000151	repo	Manuals/Altibase_trunk/eng/General Reference-2.The Data Dictionary.md	product_source	general_reference_2_dictionary_views	General Reference-2.The Data Dictionary	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	7494875982403c6a1e9688f31f395f9e20f17f7833bcd68afaaa89369d12ee6a	592312	12310	148009	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000152	repo	Manuals/Altibase_trunk/eng/Getting Started Guide.md	product_source	getting_started_installation	Trunk	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	3adc5537c6359073da311df10060b2e635cbf60bea44910212b1234ab8835692	84937	2286	21197	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000153	repo	Manuals/Altibase_trunk/eng/Hadoop Connector User's Manual.md	product_source	dblink_hadoop_external_connectors	Trunk	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	49ca6a4c3da811b0a619105d87e0bc727eca07755be602db0b4c5b5075fcd2e8	23971	607	5959	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000154	repo	Manuals/Altibase_trunk/eng/Installation Guide.md	product_source	getting_started_installation	Trunk	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	2e3a811699e3d149847ece264d1e466bcb43e0ec4487b807c17ac3ee99531984	62770	1703	15661	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000155	repo	Manuals/Altibase_trunk/eng/JDBC User's Manual.md	product_source	jdbc_java	Trunk	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	0b72e7e691d07b42f329fbe432e911a3bc1bacddd50c192c4f6604111bcc2904	198840	4027	49504	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000156	repo	Manuals/Altibase_trunk/eng/Log Analyzer User's Manual.md	product_source	log_analyzer	Log Analyzer User’s Manual	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	69631aa9157e466a8a72db8bbc1ec14d9f9765f3fdca4bdc0dd9e0ea865e2d31	163122	5746	40633	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
