exclusion_id	candidate_origin	candidate_path	source_family	version_scope	language	exclusion_type	exclusion_reason	evidence_ref	replacement_source_id	aid_tier	risk_label	selected_by_job	review_status	notes
EXC-000487	repo	Manuals/Altibase_7.1/eng/media/JdbcAdapter/image010.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000488	repo	Manuals/Altibase_7.1/eng/media/JdbcAdapter/image012.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000489	repo	Manuals/Altibase_7.1/eng/media/JdbcAdapter/image014.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000490	repo	Manuals/Altibase_7.1/eng/media/JdbcAdapter/image016.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000491	repo	Manuals/Altibase_7.1/eng/media/JdbcAdapter/image018.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000492	repo	Manuals/Altibase_7.1/eng/media/JdbcAdapter/image020.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000493	repo	Manuals/Altibase_7.1/eng/media/LogAnalyzer/0b0e8c634b989c6ec58768236143a6e3.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000494	repo	Manuals/Altibase_7.1/eng/media/LogAnalyzer/b06cfb645f01745efa8b8d35557fccde.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000495	repo	Manuals/Altibase_7.1/eng/media/LogAnalyzer/basic_use.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000496	repo	Manuals/Altibase_7.1/eng/media/LogAnalyzer/basic_use_eng.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000497	repo	Manuals/Altibase_7.1/eng/media/LogAnalyzer/basic_use_kor.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000498	repo	Manuals/Altibase_7.1/eng/media/LogAnalyzer/e5cfb3761673686d093a3b00c062fe7a.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000499	repo	Manuals/Altibase_7.1/eng/media/LogAnalyzer/image1.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000500	repo	Manuals/Altibase_7.1/eng/media/LogAnalyzer/image2.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000501	repo	Manuals/Altibase_7.1/eng/media/LogAnalyzer/image3.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000502	repo	Manuals/Altibase_7.1/eng/media/LogAnalyzer/image4.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000503	repo	Manuals/Altibase_7.1/eng/media/LogAnalyzer/image5.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000504	repo	Manuals/Altibase_7.1/eng/media/LogAnalyzer/image6.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000505	repo	Manuals/Altibase_7.1/eng/media/LogAnalyzer/image7.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000506	repo	Manuals/Altibase_7.1/eng/media/LogAnalyzer/image8.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000507	repo	Manuals/Altibase_7.1/eng/media/LogAnalyzer/image9.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000508	repo	Manuals/Altibase_7.1/eng/media/MonitorAPI/e5cfb3761673686d093a3b00c062fe7a.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000509	repo	Manuals/Altibase_7.1/eng/media/NewFeatures/e5cfb3761673686d093a3b00c062fe7a.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000510	repo	Manuals/Altibase_7.1/eng/media/ODBCDriver/image1.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000511	repo	Manuals/Altibase_7.1/eng/media/ODBCDriver/image2.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000512	repo	Manuals/Altibase_7.1/eng/media/ODBCDriver/image3.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000513	repo	Manuals/Altibase_7.1/eng/media/ODBCDriver/image4.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000514	repo	Manuals/Altibase_7.1/eng/media/ODBCDriver/image5.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000515	repo	Manuals/Altibase_7.1/eng/media/Precompiler/diagonal.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000516	repo	Manuals/Altibase_7.1/eng/media/Precompiler/e5cfb3761673686d093a3b00c062fe7a.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000517	repo	Manuals/Altibase_7.1/eng/media/Precompiler/edcc97fcbd6f426eb299efde4390f87d.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000518	repo	Manuals/Altibase_7.1/eng/media/Precompiler/edcc97fcbd6f426eb299efde4390f87d_eng.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000519	repo	Manuals/Altibase_7.1/eng/media/Precompiler/image004.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000520	repo	Manuals/Altibase_7.1/eng/media/Precompiler/image006.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000521	repo	Manuals/Altibase_7.1/eng/media/Precompiler/image008.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000522	repo	Manuals/Altibase_7.1/eng/media/Precompiler/image010.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000523	repo	Manuals/Altibase_7.1/eng/media/Precompiler/image012.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000524	repo	Manuals/Altibase_7.1/eng/media/Precompiler/image014.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000525	repo	Manuals/Altibase_7.1/eng/media/Precompiler/image016.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000526	repo	Manuals/Altibase_7.1/eng/media/Precompiler/image018.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000527	repo	Manuals/Altibase_7.1/eng/media/Precompiler/image020.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000528	repo	Manuals/Altibase_7.1/eng/media/Precompiler/image10.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000529	repo	Manuals/Altibase_7.1/eng/media/Precompiler/selectlist.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000530	repo	Manuals/Altibase_7.1/eng/media/Replication/2-2.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000531	repo	Manuals/Altibase_7.1/eng/media/Replication/2-3.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000532	repo	Manuals/Altibase_7.1/eng/media/Replication/2-4.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000533	repo	Manuals/Altibase_7.1/eng/media/Replication/4-1.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000534	repo	Manuals/Altibase_7.1/eng/media/Replication/4-2.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000535	repo	Manuals/Altibase_7.1/eng/media/Replication/83798cf5d68729cc6247f34ab9726adc.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000536	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.18.1.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000537	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.2.1.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000538	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.2.10.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000539	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.2.2.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000540	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.2.3.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000541	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.2.4.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000542	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.2.5.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000543	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.2.6.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000544	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.2.7.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000545	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.2.8.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000546	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.2.9.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000547	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.20.1.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000548	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.22.1.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000549	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.22.2.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000550	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.24.1.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000551	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.24.2.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000552	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.4.1.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000553	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.4.2.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000554	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.6.1.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000555	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.7.1.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000556	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.7.2.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000557	repo	Manuals/Altibase_7.1/eng/media/Replication/Replication_eng.1.7.3.jpg	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000558	repo	Manuals/Altibase_7.1/eng/media/Replication/collapse.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000559	repo	Manuals/Altibase_7.1/eng/media/Replication/d012c1e5c4252a5c61e2745ddeb47449.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000560	repo	Manuals/Altibase_7.1/eng/media/Replication/d6ea6c6febc5fb2ec5e4702e8e7d90f0.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000561	repo	Manuals/Altibase_7.1/eng/media/Replication/e5cfb3761673686d093a3b00c062fe7a.png	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000562	repo	Manuals/Altibase_7.1/eng/media/Replication/expanded.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000563	repo	Manuals/Altibase_7.1/eng/media/Replication/image004.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000564	repo	Manuals/Altibase_7.1/eng/media/Replication/image006.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000565	repo	Manuals/Altibase_7.1/eng/media/Replication/image008.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
EXC-000566	repo	Manuals/Altibase_7.1/eng/media/Replication/image010.gif	source_index	7.1	en	non_markdown	Media asset is outside the Stage 1 exact Markdown extraction mode; referenced Markdown sources are selected separately.	GPTs/reports/stage_01_source_pack_baseline_plan.md			low	S1-J002	accepted	Candidate remains available in the repository for later media/PDF/script-specific source handling.
