source_id	shard_id	shard_path	block_id	order_in_shard	source_start_line	source_end_line	source_sha256	extracted_body_sha256	block_byte_count	block_line_count	block_estimated_tokens	shard_estimated_tokens	upload_intended	validation_status	notes
AID-SRC-000196	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000260	135	1	43	905a537ba5c2d3475314d413edd21f9ddaa5c0fcb75f1325fd154526b6a052de	905a537ba5c2d3475314d413edd21f9ddaa5c0fcb75f1325fd154526b6a052de	1309	43	328	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000197	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000261	136	1	68	4ca23ae95062985e3739f9632d55b3eacf4cb009113dd078617747a8d3f25753	4ca23ae95062985e3739f9632d55b3eacf4cb009113dd078617747a8d3f25753	1832	68	458	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000198	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000262	137	1	41	033572cc97a0c88f10039b784c4973419ce736071b016ac7c4ac1f6ae77a6241	033572cc97a0c88f10039b784c4973419ce736071b016ac7c4ac1f6ae77a6241	1217	41	305	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000199	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000263	138	1	45	3920b22bb4160bbf1ab4976e3af2ef971544615f4d02513c33c895430ca68989	3920b22bb4160bbf1ab4976e3af2ef971544615f4d02513c33c895430ca68989	1296	45	324	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000200	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000264	139	1	41	6385482e82232e6ebbbf7c8d8b929a61b6c5a5df167cf639925b9575ffdc6f0c	6385482e82232e6ebbbf7c8d8b929a61b6c5a5df167cf639925b9575ffdc6f0c	1683	41	421	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000201	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000265	140	1	43	2a138958263564b62e6c953a6395e9824c1d587c80e201af068de286e93ee6db	2a138958263564b62e6c953a6395e9824c1d587c80e201af068de286e93ee6db	1434	43	359	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000202	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000266	141	1	47	89335df464042c592dde637aa93d8343a95941ccc4e74b89e59d3bfac4145e6b	89335df464042c592dde637aa93d8343a95941ccc4e74b89e59d3bfac4145e6b	1456	47	364	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000203	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000267	142	1	49	ec9fefda0d309ac5ad144c11b7928d59df27be1a2ef79f8e1d096286f0b25977	ec9fefda0d309ac5ad144c11b7928d59df27be1a2ef79f8e1d096286f0b25977	1338	49	335	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000204	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000268	143	1	41	1834235c0ab43a3c30be368ebe53bf5cb64e72107fa513e8a47687e1406fc6b9	1834235c0ab43a3c30be368ebe53bf5cb64e72107fa513e8a47687e1406fc6b9	1050	41	263	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000205	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000269	144	1	60	d92d5e6426f3d99c3fcb65431d57326c1a6dfad9ea0f5a180ad93d018889b972	d92d5e6426f3d99c3fcb65431d57326c1a6dfad9ea0f5a180ad93d018889b972	1971	60	493	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000206	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000270	145	1	41	021d75ab97833bf011b0c14ea4bca4923d56dff3b841148e0939336aef200072	021d75ab97833bf011b0c14ea4bca4923d56dff3b841148e0939336aef200072	952	41	238	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000207	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000271	146	1	51	4745f0b45ba6374a49e8b1b9bd6890c51ea4115a588d0065a28d22da659fd917	4745f0b45ba6374a49e8b1b9bd6890c51ea4115a588d0065a28d22da659fd917	1505	51	376	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000208	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000272	147	1	49	e1478ddaa860b91fdb364d2d746da9eeed5e28c23a93ff868bbae27eec1f0357	e1478ddaa860b91fdb364d2d746da9eeed5e28c23a93ff868bbae27eec1f0357	1217	49	304	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000209	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000273	148	1	41	4601af52716294eb28a651dfa5c1ebc7d5aee42434fac99f85f164ef7265195e	4601af52716294eb28a651dfa5c1ebc7d5aee42434fac99f85f164ef7265195e	992	41	248	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000210	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000274	149	1	45	a807f339937ba24bbf993fd13e928c7375b86ece9111f016a9367f72a5cd0c85	a807f339937ba24bbf993fd13e928c7375b86ece9111f016a9367f72a5cd0c85	1301	45	326	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000211	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000275	150	1	47	e9ce5bcca49ae703c2e5fb406c1aef2fd8b3bc7166402a1759ac75bd4e0b2546	e9ce5bcca49ae703c2e5fb406c1aef2fd8b3bc7166402a1759ac75bd4e0b2546	1301	47	326	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000212	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000276	151	1	43	2837c2b9c1f4da96447d2463194b7396bf84712a389bd6db16b5ed3d91fcb91e	2837c2b9c1f4da96447d2463194b7396bf84712a389bd6db16b5ed3d91fcb91e	1724	43	431	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000213	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000277	152	1	47	7c1127c273891a1c52cb4bac9f8ac43821ce135ce4d95cb91742c7d4b55d93e9	7c1127c273891a1c52cb4bac9f8ac43821ce135ce4d95cb91742c7d4b55d93e9	1612	47	403	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000214	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000278	153	1	53	65e02bd086da67dcf3d36ea267896544e931862e8a582a8a694a377a32002db0	65e02bd086da67dcf3d36ea267896544e931862e8a582a8a694a377a32002db0	1376	53	344	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000215	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000279	154	1	41	0416c2a49a2282d9801bc171c63c7865aa27915d891759b0eb127200b1cc1e50	0416c2a49a2282d9801bc171c63c7865aa27915d891759b0eb127200b1cc1e50	1286	41	322	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000216	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000280	155	1	43	4fb4275a7d3795545d23e888cb77a74328875e1b772bd53b95e02aeba88eb9da	4fb4275a7d3795545d23e888cb77a74328875e1b772bd53b95e02aeba88eb9da	1366	43	342	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000217	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000281	156	1	41	e39a3731b0c07252dd2c7684b65621cc2fe4ca94fad07d3157c8ab75c7dde547	e39a3731b0c07252dd2c7684b65621cc2fe4ca94fad07d3157c8ab75c7dde547	1324	41	331	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000218	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000282	157	1	41	32625db808477dccfffa7e88c0a31cebe1b763b6d92e6bb6c993875776251d55	32625db808477dccfffa7e88c0a31cebe1b763b6d92e6bb6c993875776251d55	1177	41	295	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000219	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000283	158	1	55	d02ec437c9e5a08284a5ab51999a8b4bdbdb691778a385bb231f584949e3871f	d02ec437c9e5a08284a5ab51999a8b4bdbdb691778a385bb231f584949e3871f	1834	55	459	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000220	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000284	159	1	41	a4411428499fbb99fb3eedf47c0bf5c4a6e3019045fcded0c961645f089f3e5d	a4411428499fbb99fb3eedf47c0bf5c4a6e3019045fcded0c961645f089f3e5d	1448	41	361	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000221	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000285	160	1	47	6f2bc9d43a2ed4654908ad9eaf8151597e00f40af1e036a4e15827723a01bc15	6f2bc9d43a2ed4654908ad9eaf8151597e00f40af1e036a4e15827723a01bc15	1385	47	347	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000222	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000286	161	1	41	2dfe9be7717553d245d069aacb3c917c6fe10bd87ac9dbfed34cdd4f25a53a0f	2dfe9be7717553d245d069aacb3c917c6fe10bd87ac9dbfed34cdd4f25a53a0f	1127	41	282	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000223	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000287	162	1	41	7123a4926de0044f437320d1b1cb829e4fa496cfa2fea370c78995e780c2ebd6	7123a4926de0044f437320d1b1cb829e4fa496cfa2fea370c78995e780c2ebd6	1137	41	285	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000224	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000288	163	1	43	8050b48bc98d055ac639d88fb72cefb85c1279c8b3310338746c4e90fe5d7952	8050b48bc98d055ac639d88fb72cefb85c1279c8b3310338746c4e90fe5d7952	1616	43	404	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000225	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000289	164	1	41	97139358bd09e232116555744aac93aa1d59ba2b9633ba241d2e4274296b9d0d	97139358bd09e232116555744aac93aa1d59ba2b9633ba241d2e4274296b9d0d	1354	41	339	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000226	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000290	165	1	41	b8bf7a3328222e0c3c214315b021d5b040cb5e6c437a8cce64eb204952cdc2dd	b8bf7a3328222e0c3c214315b021d5b040cb5e6c437a8cce64eb204952cdc2dd	1220	41	305	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000227	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000291	166	1	43	a4190082b87325117609a87cce9ea046d4aac88d09918b5c07601385c07b47cf	a4190082b87325117609a87cce9ea046d4aac88d09918b5c07601385c07b47cf	1672	43	418	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000228	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000292	167	1	41	d07fb900854c1a82b89e5e1ec14d9bc55a2c1d384fab36c50621ce427fe705fa	d07fb900854c1a82b89e5e1ec14d9bc55a2c1d384fab36c50621ce427fe705fa	1074	41	269	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000229	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000293	168	1	41	d2328b551894f0f2629545ad8f5ecbf484374ec58e6d0652e63af6158c6d9cbd	d2328b551894f0f2629545ad8f5ecbf484374ec58e6d0652e63af6158c6d9cbd	1566	41	392	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000230	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000294	169	1	43	f78823e04ede6b16d49a6f8be6e178b1ba00ba7cb493c73e45ca0e861a71c488	f78823e04ede6b16d49a6f8be6e178b1ba00ba7cb493c73e45ca0e861a71c488	1364	43	341	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000231	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000295	170	1	45	e454ec7a9f8b50a496f6bcdd7b908232daff909ffdb1b6a9cd1af2f67a5b0c40	e454ec7a9f8b50a496f6bcdd7b908232daff909ffdb1b6a9cd1af2f67a5b0c40	1714	45	429	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000232	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000296	171	1	82	1d8234448d5f5661ffd560b8126c003cd1e329a54f34022f3c34e679bc5195d6	1d8234448d5f5661ffd560b8126c003cd1e329a54f34022f3c34e679bc5195d6	4348	82	1087	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000233	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000297	172	1	47	be002e2364139668ce8d250ad3664328c81502083bd959777a57a7bfae81b92d	be002e2364139668ce8d250ad3664328c81502083bd959777a57a7bfae81b92d	1451	47	363	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000234	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000298	173	1	43	5700cc83811dbdb0ce0075ae3aa53146fa494a4cff2091d78ec7546205b28dd0	5700cc83811dbdb0ce0075ae3aa53146fa494a4cff2091d78ec7546205b28dd0	993	43	249	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000235	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000299	174	1	43	0d7e2982ab9ce10b2f530f8b65e3a350ee816e09889502f0bb423cb21fe9dbd5	0d7e2982ab9ce10b2f530f8b65e3a350ee816e09889502f0bb423cb21fe9dbd5	1737	43	435	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000236	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000300	175	1	51	ef61ec77f638d16ae2ce4dc0ed65b57d76a1b5542e5a31a2d9c6bac72be62aeb	ef61ec77f638d16ae2ce4dc0ed65b57d76a1b5542e5a31a2d9c6bac72be62aeb	1630	51	408	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000237	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000301	176	1	49	a9cfa0455b3b949a5916fcfc43d70832a48113e8364f4a0fa92a845da18b7079	a9cfa0455b3b949a5916fcfc43d70832a48113e8364f4a0fa92a845da18b7079	1155	49	289	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000238	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000302	177	1	41	f04af249c24f830af66039bc2b6d335db703eea6e0826c5f72e8948a369608c8	f04af249c24f830af66039bc2b6d335db703eea6e0826c5f72e8948a369608c8	1139	41	285	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000239	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000303	178	1	47	faf1d5befb69efebdb48c033ec3d97c11ba24afe2f2ae6580937c8c261446e55	faf1d5befb69efebdb48c033ec3d97c11ba24afe2f2ae6580937c8c261446e55	1311	47	328	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000240	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000304	179	1	64	cdda0a6ee88789464eb58c81ea7fb68cad2831178d886227f94adbc4c2535cfb	cdda0a6ee88789464eb58c81ea7fb68cad2831178d886227f94adbc4c2535cfb	1916	64	479	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000241	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000305	180	1	17	8fb8a024177fb307aaf69c1ac28fc4771a8a6496f6eabcfacb2b5f19fbe689b1	8fb8a024177fb307aaf69c1ac28fc4771a8a6496f6eabcfacb2b5f19fbe689b1	553	17	139	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000263	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000306	181	1	214	2730eb322b0055757aa1120a0ad096bb1cef7160c2ee020ea60c8120c053024c	2730eb322b0055757aa1120a0ad096bb1cef7160c2ee020ea60c8120c053024c	13646	214	3393	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000312	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000307	182	1	198	85f44f37d819aad2663c510636158763c079b614598e0a2253fc24ecf4d99cf4	85f44f37d819aad2663c510636158763c079b614598e0a2253fc24ecf4d99cf4	14378	198	3593	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000048	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000308	183	1	72	20e10367df2a7aabaae07d14b0a8a9a3bbf3ab91646ca1ed03e7f98a5e541c0d	20e10367df2a7aabaae07d14b0a8a9a3bbf3ab91646ca1ed03e7f98a5e541c0d	1952	72	488	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000049	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000309	184	1	85	1f3c65e3660c406ba0f99d2f40b9a101bb61f404bccc9f5e7106b61e6c71ab08	1f3c65e3660c406ba0f99d2f40b9a101bb61f404bccc9f5e7106b61e6c71ab08	2770	85	693	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000050	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000310	185	1	227	6f2bfe3ee77639f948748c7d177131b490299f59aad7ec9c765f302c6f9646aa	6f2bfe3ee77639f948748c7d177131b490299f59aad7ec9c765f302c6f9646aa	7845	227	1962	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000051	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000311	186	1	41	35e80d47af3f3328a1e8f7d7dbb4506e16d8940dd7f8819a7da13853e62c9130	35e80d47af3f3328a1e8f7d7dbb4506e16d8940dd7f8819a7da13853e62c9130	1190	41	298	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000111	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000312	187	1	88	41f97d6b94d86cf54fef0f36d79ada0c70079e64165d130053f3e325b5b37d2b	41f97d6b94d86cf54fef0f36d79ada0c70079e64165d130053f3e325b5b37d2b	3392	88	848	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000126	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000313	188	1	113	8cde1ea42ead9118e3cd0fd8bb6c2507965cd26951e68c37231e6cf7710b7012	8cde1ea42ead9118e3cd0fd8bb6c2507965cd26951e68c37231e6cf7710b7012	5189	113	1297	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000127	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000314	189	1	182	9172fbe0e9e9a0dabda2bfaae41ae0978c012e6700b1a88942e440ff7bf02a28	9172fbe0e9e9a0dabda2bfaae41ae0978c012e6700b1a88942e440ff7bf02a28	11814	182	2951	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000128	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000315	190	1	123	9e3354dad441aaddc0c04e5cde1ff2b7610bfd17b21bc4f409a9fde44d756e88	9e3354dad441aaddc0c04e5cde1ff2b7610bfd17b21bc4f409a9fde44d756e88	4932	123	1232	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000129	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000316	191	1	34	e0e3d852176ff407ad495f87ddafbf9f7f82d07ab2f0f3175b89c56eaa7132ca	e0e3d852176ff407ad495f87ddafbf9f7f82d07ab2f0f3175b89c56eaa7132ca	1362	34	336	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000260	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000317	192	1	126	aa1d359a6d9d068ffa1557b0a41baf967a3af2f2207f715e9fe74b31c430159f	aa1d359a6d9d068ffa1557b0a41baf967a3af2f2207f715e9fe74b31c430159f	13802	126	3440	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000261	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000318	193	1	282	ebcfdbe9a99fc77fb9bb8c9cc3ec92f949fca4d5c8b48a62a845ef7acfe98991	ebcfdbe9a99fc77fb9bb8c9cc3ec92f949fca4d5c8b48a62a845ef7acfe98991	18216	282	4543	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000264	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000319	194	1	49	ffec91ef2e48c46bf6b569c61acca36e9556533d085e230d38520dc0a4f30507	ffec91ef2e48c46bf6b569c61acca36e9556533d085e230d38520dc0a4f30507	2735	49	684	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000318	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000320	195	1	48	4590f11daeb3f1afffb1a427e6550760679b0bd49d1f263a0c30bdb2e868c88b	4590f11daeb3f1afffb1a427e6550760679b0bd49d1f263a0c30bdb2e868c88b	2085	48	522	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000052	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000321	196	1	215	e2e69bc99cea32424778d2d988793205c633dc4d40435991df47b87b3f47ac3e	e2e69bc99cea32424778d2d988793205c633dc4d40435991df47b87b3f47ac3e	8358	215	2090	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000053	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000322	197	1	195	a602f0ce7a87403b283275c873de824f5137f0cd81b76840170ee97c8f18edd4	a602f0ce7a87403b283275c873de824f5137f0cd81b76840170ee97c8f18edd4	7812	195	1953	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000054	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000323	198	1	65	0e6c66e7e545bb6c434af3e40665a034041e9a1cef279fcb58de6ee023008f46	0e6c66e7e545bb6c434af3e40665a034041e9a1cef279fcb58de6ee023008f46	2974	65	744	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000055	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000324	199	1	159	7dc132e077411345097191fdc2127bd3abba6f9e723160af79188988de573e5f	7dc132e077411345097191fdc2127bd3abba6f9e723160af79188988de573e5f	8008	159	2002	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000056	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000325	200	1	75	eb2f26f1c5049d411768047b90c2d82e0e18c3ebd6287de4cb7516a9c5ffbd51	eb2f26f1c5049d411768047b90c2d82e0e18c3ebd6287de4cb7516a9c5ffbd51	2810	75	703	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000057	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000326	201	1	76	124165386488c2fef99a503888c7e39bad4a8b36f47f53fa5909b089ed87edae	124165386488c2fef99a503888c7e39bad4a8b36f47f53fa5909b089ed87edae	4087	76	1019	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000058	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000327	202	1	216	f5a42dc2aa7a271c1bc8a98b0930fa8bc128caf9127feb1ea6ce0ee712b7a7f8	f5a42dc2aa7a271c1bc8a98b0930fa8bc128caf9127feb1ea6ce0ee712b7a7f8	5522	216	1381	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000059	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000328	203	1	52	6dd6cfe7d3b0e4061f24c6fc36f0fd8000dc8b88a5566b6b3e6464531708fc82	6dd6cfe7d3b0e4061f24c6fc36f0fd8000dc8b88a5566b6b3e6464531708fc82	2422	52	606	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000060	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000329	204	1	131	74fd7654ef1e0f23b2f733c34c51bf71c72e9b8ad06dfff118edd551b64e9b5f	74fd7654ef1e0f23b2f733c34c51bf71c72e9b8ad06dfff118edd551b64e9b5f	5355	131	1339	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000243	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000330	205	1	458	9d11cae72ce78a39b9d37884699ebe646596626f0bf1d7ff25a7d2c99eb10606	9d11cae72ce78a39b9d37884699ebe646596626f0bf1d7ff25a7d2c99eb10606	28255	458	7060	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000244	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000331	206	1	374	f7218c1b48eb4919ef4f1aec2cfa549d43b36e461e37405080db6143364bb571	f7218c1b48eb4919ef4f1aec2cfa549d43b36e461e37405080db6143364bb571	17956	374	4483	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000245	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000332	207	1	227	a95bee2a33d40b83b57469d12eecd174d964db1373bec6a921f8a458f8655b81	a95bee2a33d40b83b57469d12eecd174d964db1373bec6a921f8a458f8655b81	9357	227	2340	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000246	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000333	208	1	89	d4b1e73a502f487d4de811a0330b07cad9fd3b2eb5ec3ad6d86bf1870c26a5f1	d4b1e73a502f487d4de811a0330b07cad9fd3b2eb5ec3ad6d86bf1870c26a5f1	4333	89	1083	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000247	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000334	209	1	84	988bc353cbbee0e7804d9d98e7e8651d536ec5282c3b9caba9f12b224e849d1c	988bc353cbbee0e7804d9d98e7e8651d536ec5282c3b9caba9f12b224e849d1c	3809	84	953	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000248	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000335	210	1	92	6a8e8435ce387fdc90e07a3bd95770ca300cafd2fa79362309cb87ea803a8372	6a8e8435ce387fdc90e07a3bd95770ca300cafd2fa79362309cb87ea803a8372	4974	92	1244	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000249	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000336	211	1	28	f38a47b17572854d37f429a67412a3a396daa775f0d1add74db62659584df522	f38a47b17572854d37f429a67412a3a396daa775f0d1add74db62659584df522	1211	28	303	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000250	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000337	212	1	39	8929409636ae56e7991b575b93817ae0fecac02c3c3a8fcc932a82f985229806	8929409636ae56e7991b575b93817ae0fecac02c3c3a8fcc932a82f985229806	1542	39	386	762011	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000259	SHARD-002	GPTs/source_pack/source_pack_shard_002.md	BLOCK-000338	213	1	46	2d68c27136248141c779c362eab7b214283753b49421b21935ce3b1dd75e9c40	2d68c27136248141c779c362eab7b214283753b49421b21935ce3b1dd75e9c40	2064	46	516	762011	no	pass	Exact source bytes copied into the source-pack shard body.
