ref_id	class	verdict	detail
img-05795	C	match	alter_function_statement: ALTER FUNCTION [user_name '.'] function_name COMPILE ';' - matches (image metavariable typo 'funtion_name' normalised to function_name).
img-06876	C	match	alter_function_statement: ALTER FUNCTION [user_name '.'] function_name COMPILE ';' - matches (image metavariable typo 'funtion_name' normalised to function_name).
img-00870	C	match	ddl_clause: re-audited against audit_ddl_clause.gif. Conversion 'DDL by_clause { by_clause }' faithfully captures the railroad loop (by_clause on the main path with a return arc = one-or-more); repetition present. Supersedes a prior false-positive material finding that misquoted the conversion as 'DDL [ by_clause ]'.
img-00879	C	match	ddl_clause: re-audited against audit_ddl_clause.gif. Conversion 'DDL by_clause { by_clause }' faithfully captures the railroad loop (by_clause on the main path with a return arc = one-or-more); repetition present. Supersedes a prior false-positive material finding that misquoted the conversion as 'DDL [ by_clause ]'.
img-02015	C	match	ddl_clause: re-audited against audit_ddl_clause.gif. Conversion 'DDL by_clause { by_clause }' faithfully captures the railroad loop (by_clause on the main path with a return arc = one-or-more); repetition present. Supersedes a prior false-positive material finding that misquoted the conversion as 'DDL [ by_clause ]'.
img-02024	C	match	ddl_clause: re-audited against audit_ddl_clause.gif. Conversion 'DDL by_clause { by_clause }' faithfully captures the railroad loop (by_clause on the main path with a return arc = one-or-more); repetition present. Supersedes a prior false-positive material finding that misquoted the conversion as 'DDL [ by_clause ]'.
img-03186	C	match	ddl_clause: re-audited against audit_ddl_clause.gif. Conversion 'DDL by_clause { by_clause }' faithfully captures the railroad loop (by_clause on the main path with a return arc = one-or-more); repetition present. Supersedes a prior false-positive material finding that misquoted the conversion as 'DDL [ by_clause ]'.
img-03195	C	match	ddl_clause: re-audited against audit_ddl_clause.gif. Conversion 'DDL by_clause { by_clause }' faithfully captures the railroad loop (by_clause on the main path with a return arc = one-or-more); repetition present. Supersedes a prior false-positive material finding that misquoted the conversion as 'DDL [ by_clause ]'.
img-04390	C	match	ddl_clause: re-audited against audit_ddl_clause.gif. Conversion 'DDL by_clause { by_clause }' faithfully captures the railroad loop (by_clause on the main path with a return arc = one-or-more); repetition present. Supersedes a prior false-positive material finding that misquoted the conversion as 'DDL [ by_clause ]'.
img-04399	C	match	ddl_clause: re-audited against audit_ddl_clause.gif. Conversion 'DDL by_clause { by_clause }' faithfully captures the railroad loop (by_clause on the main path with a return arc = one-or-more); repetition present. Supersedes a prior false-positive material finding that misquoted the conversion as 'DDL [ by_clause ]'.
img-05517	C	match	ddl_clause: re-audited against audit_ddl_clause.gif. Conversion 'DDL by_clause { by_clause }' faithfully captures the railroad loop (by_clause on the main path with a return arc = one-or-more); repetition present. Supersedes a prior false-positive material finding that misquoted the conversion as 'DDL [ by_clause ]'.
img-05526	C	match	ddl_clause: re-audited against audit_ddl_clause.gif. Conversion 'DDL by_clause { by_clause }' faithfully captures the railroad loop (by_clause on the main path with a return arc = one-or-more); repetition present. Supersedes a prior false-positive material finding that misquoted the conversion as 'DDL [ by_clause ]'.
img-06725	C	match	ddl_clause: re-audited against audit_ddl_clause.gif. Conversion 'DDL by_clause { by_clause }' faithfully captures the railroad loop (by_clause on the main path with a return arc = one-or-more); repetition present. Supersedes a prior false-positive material finding that misquoted the conversion as 'DDL [ by_clause ]'.
img-06734	C	match	ddl_clause: re-audited against audit_ddl_clause.gif. Conversion 'DDL by_clause { by_clause }' faithfully captures the railroad loop (by_clause on the main path with a return arc = one-or-more); repetition present. Supersedes a prior false-positive material finding that misquoted the conversion as 'DDL [ by_clause ]'.
img-01329	C	minor	call_spec: LANGUAGE {C|EXTERNAL|INTERNAL}, NAME func_name, LIBRARY lib_name, [PARAMETERS parameter_list] - all tokens and the optional PARAMETERS marker present and correct. The diagram renders NAME func_name / LIBRARY lib_name as a stacked (looped) construct; the conversion linearises them to a fixed mandatory sequence. Structural/ordering representation nuance; no grammar token lost.
img-01336	C	minor	call_spec: LANGUAGE {C|EXTERNAL|INTERNAL}, NAME func_name, LIBRARY lib_name, [PARAMETERS parameter_list] - all tokens and the optional PARAMETERS marker present and correct. The diagram renders NAME func_name / LIBRARY lib_name as a stacked (looped) construct; the conversion linearises them to a fixed mandatory sequence. Structural/ordering representation nuance; no grammar token lost.
img-02520	C	minor	call_spec: LANGUAGE {C|EXTERNAL|INTERNAL}, NAME func_name, LIBRARY lib_name, [PARAMETERS parameter_list] - all tokens and the optional PARAMETERS marker present and correct. The diagram renders NAME func_name / LIBRARY lib_name as a stacked (looped) construct; the conversion linearises them to a fixed mandatory sequence. Structural/ordering representation nuance; no grammar token lost.
img-02527	C	minor	call_spec: LANGUAGE {C|EXTERNAL|INTERNAL}, NAME func_name, LIBRARY lib_name, [PARAMETERS parameter_list] - all tokens and the optional PARAMETERS marker present and correct. The diagram renders NAME func_name / LIBRARY lib_name as a stacked (looped) construct; the conversion linearises them to a fixed mandatory sequence. Structural/ordering representation nuance; no grammar token lost.
img-03704	C	minor	call_spec: LANGUAGE {C|EXTERNAL|INTERNAL}, NAME func_name, LIBRARY lib_name, [PARAMETERS parameter_list] - all tokens and the optional PARAMETERS marker present and correct. The diagram renders NAME func_name / LIBRARY lib_name as a stacked (looped) construct; the conversion linearises them to a fixed mandatory sequence. Structural/ordering representation nuance; no grammar token lost.
img-03711	C	minor	call_spec: LANGUAGE {C|EXTERNAL|INTERNAL}, NAME func_name, LIBRARY lib_name, [PARAMETERS parameter_list] - all tokens and the optional PARAMETERS marker present and correct. The diagram renders NAME func_name / LIBRARY lib_name as a stacked (looped) construct; the conversion linearises them to a fixed mandatory sequence. Structural/ordering representation nuance; no grammar token lost.
img-04850	C	minor	call_spec: LANGUAGE {C|EXTERNAL|INTERNAL}, NAME func_name, LIBRARY lib_name, [PARAMETERS parameter_list] - all tokens and the optional PARAMETERS marker present and correct. The diagram renders NAME func_name / LIBRARY lib_name as a stacked (looped) construct; the conversion linearises them to a fixed mandatory sequence. Structural/ordering representation nuance; no grammar token lost.
img-04857	C	minor	call_spec: LANGUAGE {C|EXTERNAL|INTERNAL}, NAME func_name, LIBRARY lib_name, [PARAMETERS parameter_list] - all tokens and the optional PARAMETERS marker present and correct. The diagram renders NAME func_name / LIBRARY lib_name as a stacked (looped) construct; the conversion linearises them to a fixed mandatory sequence. Structural/ordering representation nuance; no grammar token lost.
img-06035	C	minor	call_spec: LANGUAGE {C|EXTERNAL|INTERNAL}, NAME func_name, LIBRARY lib_name, [PARAMETERS parameter_list] - all tokens and the optional PARAMETERS marker present and correct. The diagram renders NAME func_name / LIBRARY lib_name as a stacked (looped) construct; the conversion linearises them to a fixed mandatory sequence. Structural/ordering representation nuance; no grammar token lost.
img-06042	C	minor	call_spec: LANGUAGE {C|EXTERNAL|INTERNAL}, NAME func_name, LIBRARY lib_name, [PARAMETERS parameter_list] - all tokens and the optional PARAMETERS marker present and correct. The diagram renders NAME func_name / LIBRARY lib_name as a stacked (looped) construct; the conversion linearises them to a fixed mandatory sequence. Structural/ordering representation nuance; no grammar token lost.
img-00994	C	minor	execute_procedure_statement: all tokens and optional markers present. Conversion nests the qualifier brackets as [ user_name '.' [ package_name '.' ] ] (package_name only reachable after user_name), whereas the diagram shows user_name and package_name as independent optionals - inconsistent with the sibling execute_function_statement (C033) which is converted with independent brackets. Bracket-scope imprecision.
img-02185	C	minor	execute_procedure_statement: all tokens and optional markers present. Conversion nests the qualifier brackets as [ user_name '.' [ package_name '.' ] ] (package_name only reachable after user_name), whereas the diagram shows user_name and package_name as independent optionals - inconsistent with the sibling execute_function_statement (C033) which is converted with independent brackets. Bracket-scope imprecision.
img-03310	C	minor	execute_procedure_statement: all tokens and optional markers present. Conversion nests the qualifier brackets as [ user_name '.' [ package_name '.' ] ] (package_name only reachable after user_name), whereas the diagram shows user_name and package_name as independent optionals - inconsistent with the sibling execute_function_statement (C033) which is converted with independent brackets. Bracket-scope imprecision.
img-03458	C	minor	execute_procedure_statement: all tokens and optional markers present. Conversion nests the qualifier brackets as [ user_name '.' [ package_name '.' ] ] (package_name only reachable after user_name), whereas the diagram shows user_name and package_name as independent optionals - inconsistent with the sibling execute_function_statement (C033) which is converted with independent brackets. Bracket-scope imprecision.
img-04514	C	minor	execute_procedure_statement: all tokens and optional markers present. Conversion nests the qualifier brackets as [ user_name '.' [ package_name '.' ] ] (package_name only reachable after user_name), whereas the diagram shows user_name and package_name as independent optionals - inconsistent with the sibling execute_function_statement (C033) which is converted with independent brackets. Bracket-scope imprecision.
img-05641	C	minor	execute_procedure_statement: all tokens and optional markers present. Conversion nests the qualifier brackets as [ user_name '.' [ package_name '.' ] ] (package_name only reachable after user_name), whereas the diagram shows user_name and package_name as independent optionals - inconsistent with the sibling execute_function_statement (C033) which is converted with independent brackets. Bracket-scope imprecision.
img-05789	C	minor	execute_procedure_statement: all tokens and optional markers present. Conversion nests the qualifier brackets as [ user_name '.' [ package_name '.' ] ] (package_name only reachable after user_name), whereas the diagram shows user_name and package_name as independent optionals - inconsistent with the sibling execute_function_statement (C033) which is converted with independent brackets. Bracket-scope imprecision.
img-06870	C	minor	execute_procedure_statement: all tokens and optional markers present. Conversion nests the qualifier brackets as [ user_name '.' [ package_name '.' ] ] (package_name only reachable after user_name), whereas the diagram shows user_name and package_name as independent optionals - inconsistent with the sibling execute_function_statement (C033) which is converted with independent brackets. Bracket-scope imprecision.
img-00995	C	match	execute_function_statement: EXEC[UTE] variable ':=' [user_name '.'] [package_name '.'] function_name [ '(' [parameter_notation {',' parameter_notation}] ')' ] ';' - independent optional qualifiers, all paths match diagram.
img-02186	C	match	execute_function_statement: EXEC[UTE] variable ':=' [user_name '.'] [package_name '.'] function_name [ '(' [parameter_notation {',' parameter_notation}] ')' ] ';' - independent optional qualifiers, all paths match diagram.
img-03311	C	match	execute_function_statement: EXEC[UTE] variable ':=' [user_name '.'] [package_name '.'] function_name [ '(' [parameter_notation {',' parameter_notation}] ')' ] ';' - independent optional qualifiers, all paths match diagram.
img-03459	C	match	execute_function_statement: EXEC[UTE] variable ':=' [user_name '.'] [package_name '.'] function_name [ '(' [parameter_notation {',' parameter_notation}] ')' ] ';' - independent optional qualifiers, all paths match diagram.
img-04515	C	match	execute_function_statement: EXEC[UTE] variable ':=' [user_name '.'] [package_name '.'] function_name [ '(' [parameter_notation {',' parameter_notation}] ')' ] ';' - independent optional qualifiers, all paths match diagram.
img-05642	C	match	execute_function_statement: EXEC[UTE] variable ':=' [user_name '.'] [package_name '.'] function_name [ '(' [parameter_notation {',' parameter_notation}] ')' ] ';' - independent optional qualifiers, all paths match diagram.
img-05790	C	match	execute_function_statement: EXEC[UTE] variable ':=' [user_name '.'] [package_name '.'] function_name [ '(' [parameter_notation {',' parameter_notation}] ')' ] ';' - independent optional qualifiers, all paths match diagram.
img-06871	C	match	execute_function_statement: EXEC[UTE] variable ':=' [user_name '.'] [package_name '.'] function_name [ '(' [parameter_notation {',' parameter_notation}] ')' ] ';' - independent optional qualifiers, all paths match diagram.
img-00996	C	minor	parameter_notation: conversion gives the choice 'expression | parameter_name => expression'. The parameter_notation.gif diagram draws this choice as a comma-separated list (comma loop visible); the conversion factors the comma repetition out to the call sites (execute_procedure/function_statement use 'parameter_notation {',' parameter_notation}'). No grammar information lost from the sidecar; per-image the comma loop is not redrawn.
img-02187	C	minor	parameter_notation: conversion gives the choice 'expression | parameter_name => expression'. The parameter_notation.gif diagram draws this choice as a comma-separated list (comma loop visible); the conversion factors the comma repetition out to the call sites (execute_procedure/function_statement use 'parameter_notation {',' parameter_notation}'). No grammar information lost from the sidecar; per-image the comma loop is not redrawn.
img-03312	C	minor	parameter_notation: conversion gives the choice 'expression | parameter_name => expression'. The parameter_notation.gif diagram draws this choice as a comma-separated list (comma loop visible); the conversion factors the comma repetition out to the call sites (execute_procedure/function_statement use 'parameter_notation {',' parameter_notation}'). No grammar information lost from the sidecar; per-image the comma loop is not redrawn.
img-03460	C	minor	parameter_notation: conversion gives the choice 'expression | parameter_name => expression'. The parameter_notation.gif diagram draws this choice as a comma-separated list (comma loop visible); the conversion factors the comma repetition out to the call sites (execute_procedure/function_statement use 'parameter_notation {',' parameter_notation}'). No grammar information lost from the sidecar; per-image the comma loop is not redrawn.
img-04516	C	minor	parameter_notation: conversion gives the choice 'expression | parameter_name => expression'. The parameter_notation.gif diagram draws this choice as a comma-separated list (comma loop visible); the conversion factors the comma repetition out to the call sites (execute_procedure/function_statement use 'parameter_notation {',' parameter_notation}'). No grammar information lost from the sidecar; per-image the comma loop is not redrawn.
img-05643	C	minor	parameter_notation: conversion gives the choice 'expression | parameter_name => expression'. The parameter_notation.gif diagram draws this choice as a comma-separated list (comma loop visible); the conversion factors the comma repetition out to the call sites (execute_procedure/function_statement use 'parameter_notation {',' parameter_notation}'). No grammar information lost from the sidecar; per-image the comma loop is not redrawn.
img-05791	C	minor	parameter_notation: conversion gives the choice 'expression | parameter_name => expression'. The parameter_notation.gif diagram draws this choice as a comma-separated list (comma loop visible); the conversion factors the comma repetition out to the call sites (execute_procedure/function_statement use 'parameter_notation {',' parameter_notation}'). No grammar information lost from the sidecar; per-image the comma loop is not redrawn.
img-06872	C	minor	parameter_notation: conversion gives the choice 'expression | parameter_name => expression'. The parameter_notation.gif diagram draws this choice as a comma-separated list (comma loop visible); the conversion factors the comma repetition out to the call sites (execute_procedure/function_statement use 'parameter_notation {',' parameter_notation}'). No grammar information lost from the sidecar; per-image the comma loop is not redrawn.
img-01002	C	match	block: [<<label_name>>] [DECLARE declaration_section] BEGIN statement {statement} [EXCEPTION exception_handler {exception_handler}] END [label_name] ';' - all optional/repeat markers match.
img-02193	C	match	block: [<<label_name>>] [DECLARE declaration_section] BEGIN statement {statement} [EXCEPTION exception_handler {exception_handler}] END [label_name] ';' - all optional/repeat markers match.
img-03318	C	match	block: [<<label_name>>] [DECLARE declaration_section] BEGIN statement {statement} [EXCEPTION exception_handler {exception_handler}] END [label_name] ';' - all optional/repeat markers match.
img-03466	C	match	block: [<<label_name>>] [DECLARE declaration_section] BEGIN statement {statement} [EXCEPTION exception_handler {exception_handler}] END [label_name] ';' - all optional/repeat markers match.
img-04522	C	match	block: [<<label_name>>] [DECLARE declaration_section] BEGIN statement {statement} [EXCEPTION exception_handler {exception_handler}] END [label_name] ';' - all optional/repeat markers match.
img-05649	C	match	block: [<<label_name>>] [DECLARE declaration_section] BEGIN statement {statement} [EXCEPTION exception_handler {exception_handler}] END [label_name] ';' - all optional/repeat markers match.
img-05797	C	match	block: [<<label_name>>] [DECLARE declaration_section] BEGIN statement {statement} [EXCEPTION exception_handler {exception_handler}] END [label_name] ';' - all optional/repeat markers match.
img-06878	C	match	block: [<<label_name>>] [DECLARE declaration_section] BEGIN statement {statement} [EXCEPTION exception_handler {exception_handler}] END [label_name] ';' - all optional/repeat markers match.
img-01003	C	match	statement: [<<label_name>>] then 11-way choice (print/sql/control_flow/open_cursor/open_for/fetch/close_cursor/assignment/raise/return/block) - all alternatives match.
img-02194	C	match	statement: [<<label_name>>] then 11-way choice (print/sql/control_flow/open_cursor/open_for/fetch/close_cursor/assignment/raise/return/block) - all alternatives match.
img-03319	C	match	statement: [<<label_name>>] then 11-way choice (print/sql/control_flow/open_cursor/open_for/fetch/close_cursor/assignment/raise/return/block) - all alternatives match.
img-03467	C	match	statement: [<<label_name>>] then 11-way choice (print/sql/control_flow/open_cursor/open_for/fetch/close_cursor/assignment/raise/return/block) - all alternatives match.
img-04523	C	match	statement: [<<label_name>>] then 11-way choice (print/sql/control_flow/open_cursor/open_for/fetch/close_cursor/assignment/raise/return/block) - all alternatives match.
img-05650	C	match	statement: [<<label_name>>] then 11-way choice (print/sql/control_flow/open_cursor/open_for/fetch/close_cursor/assignment/raise/return/block) - all alternatives match.
img-05798	C	match	statement: [<<label_name>>] then 11-way choice (print/sql/control_flow/open_cursor/open_for/fetch/close_cursor/assignment/raise/return/block) - all alternatives match.
img-06879	C	match	statement: [<<label_name>>] then 11-way choice (print/sql/control_flow/open_cursor/open_for/fetch/close_cursor/assignment/raise/return/block) - all alternatives match.
img-01004	C	match	sql_statement: 12-way choice (select_into/insert/delete/update/move/merge/commit/rollback/savepoint/execute_imme/enqueue/dequeue) - all alternatives match.
img-02195	C	match	sql_statement: 12-way choice (select_into/insert/delete/update/move/merge/commit/rollback/savepoint/execute_imme/enqueue/dequeue) - all alternatives match.
img-03320	C	match	sql_statement: 12-way choice (select_into/insert/delete/update/move/merge/commit/rollback/savepoint/execute_imme/enqueue/dequeue) - all alternatives match.
img-03468	C	match	sql_statement: 12-way choice (select_into/insert/delete/update/move/merge/commit/rollback/savepoint/execute_imme/enqueue/dequeue) - all alternatives match.
img-04524	C	match	sql_statement: 12-way choice (select_into/insert/delete/update/move/merge/commit/rollback/savepoint/execute_imme/enqueue/dequeue) - all alternatives match.
img-05651	C	match	sql_statement: 12-way choice (select_into/insert/delete/update/move/merge/commit/rollback/savepoint/execute_imme/enqueue/dequeue) - all alternatives match.
img-05799	C	match	sql_statement: 12-way choice (select_into/insert/delete/update/move/merge/commit/rollback/savepoint/execute_imme/enqueue/dequeue) - all alternatives match.
img-06880	C	match	sql_statement: 12-way choice (select_into/insert/delete/update/move/merge/commit/rollback/savepoint/execute_imme/enqueue/dequeue) - all alternatives match.
img-01005	C	match	declaration_section/variable_declaration/constant_declaration/data_type - all four definitions, choices and optional markers match diagram.
img-02196	C	match	declaration_section/variable_declaration/constant_declaration/data_type - all four definitions, choices and optional markers match diagram.
img-03321	C	match	declaration_section/variable_declaration/constant_declaration/data_type - all four definitions, choices and optional markers match diagram.
img-03469	C	match	declaration_section/variable_declaration/constant_declaration/data_type - all four definitions, choices and optional markers match diagram.
img-04525	C	match	declaration_section/variable_declaration/constant_declaration/data_type - all four definitions, choices and optional markers match diagram.
img-05652	C	match	declaration_section/variable_declaration/constant_declaration/data_type - all four definitions, choices and optional markers match diagram.
img-05800	C	match	declaration_section/variable_declaration/constant_declaration/data_type - all four definitions, choices and optional markers match diagram.
img-06881	C	match	declaration_section/variable_declaration/constant_declaration/data_type - all four definitions, choices and optional markers match diagram.
img-01006	C	match	type_attribute {table_name [.column_name]|variable_name}'%'TYPE and rowtype_attribute {cursor_name|table_name}'%'ROWTYPE - match.
img-02197	C	match	type_attribute {table_name [.column_name]|variable_name}'%'TYPE and rowtype_attribute {cursor_name|table_name}'%'ROWTYPE - match.
img-03322	C	match	type_attribute {table_name [.column_name]|variable_name}'%'TYPE and rowtype_attribute {cursor_name|table_name}'%'ROWTYPE - match.
img-03470	C	match	type_attribute {table_name [.column_name]|variable_name}'%'TYPE and rowtype_attribute {cursor_name|table_name}'%'ROWTYPE - match.
img-04526	C	match	type_attribute {table_name [.column_name]|variable_name}'%'TYPE and rowtype_attribute {cursor_name|table_name}'%'ROWTYPE - match.
img-05653	C	match	type_attribute {table_name [.column_name]|variable_name}'%'TYPE and rowtype_attribute {cursor_name|table_name}'%'ROWTYPE - match.
img-05801	C	match	type_attribute {table_name [.column_name]|variable_name}'%'TYPE and rowtype_attribute {cursor_name|table_name}'%'ROWTYPE - match.
img-06882	C	match	type_attribute {table_name [.column_name]|variable_name}'%'TYPE and rowtype_attribute {cursor_name|table_name}'%'ROWTYPE - match.
img-01008	C	match	select_into_statement and bulk_collect_clause - SELECT [hints][{ALL|DISTINCT}][TOP(expr)] select_list INTO {...|bulk_collect_clause} FROM ... ';' all paths match.
img-02199	C	match	select_into_statement and bulk_collect_clause - SELECT [hints][{ALL|DISTINCT}][TOP(expr)] select_list INTO {...|bulk_collect_clause} FROM ... ';' all paths match.
img-03324	C	match	select_into_statement and bulk_collect_clause - SELECT [hints][{ALL|DISTINCT}][TOP(expr)] select_list INTO {...|bulk_collect_clause} FROM ... ';' all paths match.
img-03472	C	match	select_into_statement and bulk_collect_clause - SELECT [hints][{ALL|DISTINCT}][TOP(expr)] select_list INTO {...|bulk_collect_clause} FROM ... ';' all paths match.
img-04528	C	match	select_into_statement and bulk_collect_clause - SELECT [hints][{ALL|DISTINCT}][TOP(expr)] select_list INTO {...|bulk_collect_clause} FROM ... ';' all paths match.
img-05655	C	match	select_into_statement and bulk_collect_clause - SELECT [hints][{ALL|DISTINCT}][TOP(expr)] select_list INTO {...|bulk_collect_clause} FROM ... ';' all paths match.
img-05803	C	match	select_into_statement and bulk_collect_clause - SELECT [hints][{ALL|DISTINCT}][TOP(expr)] select_list INTO {...|bulk_collect_clause} FROM ... ';' all paths match.
img-06884	C	match	select_into_statement and bulk_collect_clause - SELECT [hints][{ALL|DISTINCT}][TOP(expr)] select_list INTO {...|bulk_collect_clause} FROM ... ';' all paths match.
img-01009	C	match	returning_clause/into_clause/bulk_collect_clause - {RETURN|RETURNING} expr list and INTO targets match diagram.
img-02200	C	match	returning_clause/into_clause/bulk_collect_clause - {RETURN|RETURNING} expr list and INTO targets match diagram.
img-03325	C	match	returning_clause/into_clause/bulk_collect_clause - {RETURN|RETURNING} expr list and INTO targets match diagram.
img-03473	C	match	returning_clause/into_clause/bulk_collect_clause - {RETURN|RETURNING} expr list and INTO targets match diagram.
img-04529	C	match	returning_clause/into_clause/bulk_collect_clause - {RETURN|RETURNING} expr list and INTO targets match diagram.
img-05656	C	match	returning_clause/into_clause/bulk_collect_clause - {RETURN|RETURNING} expr list and INTO targets match diagram.
img-05804	C	match	returning_clause/into_clause/bulk_collect_clause - {RETURN|RETURNING} expr list and INTO targets match diagram.
img-06885	C	match	returning_clause/into_clause/bulk_collect_clause - {RETURN|RETURNING} expr list and INTO targets match diagram.
img-01010	C	match	assignment_statement: both forms ({var|param|record[.col]} ':=' expr ';') and (SET {...} '=' expr ';') match diagram.
img-02201	C	match	assignment_statement: both forms ({var|param|record[.col]} ':=' expr ';') and (SET {...} '=' expr ';') match diagram.
img-03326	C	match	assignment_statement: both forms ({var|param|record[.col]} ':=' expr ';') and (SET {...} '=' expr ';') match diagram.
img-03474	C	match	assignment_statement: both forms ({var|param|record[.col]} ':=' expr ';') and (SET {...} '=' expr ';') match diagram.
img-04530	C	match	assignment_statement: both forms ({var|param|record[.col]} ':=' expr ';') and (SET {...} '=' expr ';') match diagram.
img-05657	C	match	assignment_statement: both forms ({var|param|record[.col]} ':=' expr ';') and (SET {...} '=' expr ';') match diagram.
img-05805	C	match	assignment_statement: both forms ({var|param|record[.col]} ':=' expr ';') and (SET {...} '=' expr ';') match diagram.
img-06886	C	match	assignment_statement: both forms ({var|param|record[.col]} ':=' expr ';') and (SET {...} '=' expr ';') match diagram.
img-01011	C	match	print_statement: {PRINT|PRINTLN} '(' string ')' ';' - matches.
img-02202	C	match	print_statement: {PRINT|PRINTLN} '(' string ')' ';' - matches.
img-03327	C	match	print_statement: {PRINT|PRINTLN} '(' string ')' ';' - matches.
img-03475	C	match	print_statement: {PRINT|PRINTLN} '(' string ')' ';' - matches.
img-04531	C	match	print_statement: {PRINT|PRINTLN} '(' string ')' ';' - matches.
img-05658	C	match	print_statement: {PRINT|PRINTLN} '(' string ')' ';' - matches.
img-05806	C	match	print_statement: {PRINT|PRINTLN} '(' string ')' ';' - matches.
img-06887	C	match	print_statement: {PRINT|PRINTLN} '(' string ')' ';' - matches.
img-01012	C	match	return_statement: RETURN [ ['('] expression [')'] ] ';' - optional parens and optional expression match.
img-02203	C	match	return_statement: RETURN [ ['('] expression [')'] ] ';' - optional parens and optional expression match.
img-03328	C	match	return_statement: RETURN [ ['('] expression [')'] ] ';' - optional parens and optional expression match.
img-03476	C	match	return_statement: RETURN [ ['('] expression [')'] ] ';' - optional parens and optional expression match.
img-04532	C	match	return_statement: RETURN [ ['('] expression [')'] ] ';' - optional parens and optional expression match.
img-05659	C	match	return_statement: RETURN [ ['('] expression [')'] ] ';' - optional parens and optional expression match.
img-05807	C	match	return_statement: RETURN [ ['('] expression [')'] ] ';' - optional parens and optional expression match.
img-06888	C	match	return_statement: RETURN [ ['('] expression [')'] ] ';' - optional parens and optional expression match.
img-01013	C	match	single_table_insert: INTO table_clause values_clause [returning_clause]; values_clause: VALUES record_name - match.
img-02204	C	match	single_table_insert: INTO table_clause values_clause [returning_clause]; values_clause: VALUES record_name - match.
img-03329	C	match	single_table_insert: INTO table_clause values_clause [returning_clause]; values_clause: VALUES record_name - match.
img-03477	C	match	single_table_insert: INTO table_clause values_clause [returning_clause]; values_clause: VALUES record_name - match.
img-04533	C	match	single_table_insert: INTO table_clause values_clause [returning_clause]; values_clause: VALUES record_name - match.
img-05660	C	match	single_table_insert: INTO table_clause values_clause [returning_clause]; values_clause: VALUES record_name - match.
img-05808	C	match	single_table_insert: INTO table_clause values_clause [returning_clause]; values_clause: VALUES record_name - match.
img-06889	C	match	single_table_insert: INTO table_clause values_clause [returning_clause]; values_clause: VALUES record_name - match.
img-01014	C	match	set_clause_list: SET ROW '=' record_name - matches.
img-02205	C	match	set_clause_list: SET ROW '=' record_name - matches.
img-03330	C	match	set_clause_list: SET ROW '=' record_name - matches.
img-03478	C	match	set_clause_list: SET ROW '=' record_name - matches.
img-04534	C	match	set_clause_list: SET ROW '=' record_name - matches.
img-05661	C	match	set_clause_list: SET ROW '=' record_name - matches.
img-05809	C	match	set_clause_list: SET ROW '=' record_name - matches.
img-06890	C	match	set_clause_list: SET ROW '=' record_name - matches.
img-01015	C	match	control_flow_statement: 8-way choice (if/case/simple_loop/while_loop/for_loop/exit/continue/null) - all alternatives match.
img-02206	C	match	control_flow_statement: 8-way choice (if/case/simple_loop/while_loop/for_loop/exit/continue/null) - all alternatives match.
img-03331	C	match	control_flow_statement: 8-way choice (if/case/simple_loop/while_loop/for_loop/exit/continue/null) - all alternatives match.
img-03479	C	match	control_flow_statement: 8-way choice (if/case/simple_loop/while_loop/for_loop/exit/continue/null) - all alternatives match.
img-04535	C	match	control_flow_statement: 8-way choice (if/case/simple_loop/while_loop/for_loop/exit/continue/null) - all alternatives match.
img-05662	C	match	control_flow_statement: 8-way choice (if/case/simple_loop/while_loop/for_loop/exit/continue/null) - all alternatives match.
img-05810	C	match	control_flow_statement: 8-way choice (if/case/simple_loop/while_loop/for_loop/exit/continue/null) - all alternatives match.
img-06891	C	match	control_flow_statement: 8-way choice (if/case/simple_loop/while_loop/for_loop/exit/continue/null) - all alternatives match.
img-01016	C	match	if_statement: IF condition THEN statement {statement} {ELS(E)IF ...} [ELSE ...] END IF ';' - repeatable ELSIF and optional ELSE match diagram.
img-02207	C	match	if_statement: IF condition THEN statement {statement} {ELS(E)IF ...} [ELSE ...] END IF ';' - repeatable ELSIF and optional ELSE match diagram.
img-03332	C	match	if_statement: IF condition THEN statement {statement} {ELS(E)IF ...} [ELSE ...] END IF ';' - repeatable ELSIF and optional ELSE match diagram.
img-03480	C	match	if_statement: IF condition THEN statement {statement} {ELS(E)IF ...} [ELSE ...] END IF ';' - repeatable ELSIF and optional ELSE match diagram.
img-04536	C	match	if_statement: IF condition THEN statement {statement} {ELS(E)IF ...} [ELSE ...] END IF ';' - repeatable ELSIF and optional ELSE match diagram.
img-05663	C	match	if_statement: IF condition THEN statement {statement} {ELS(E)IF ...} [ELSE ...] END IF ';' - repeatable ELSIF and optional ELSE match diagram.
img-05811	C	match	if_statement: IF condition THEN statement {statement} {ELS(E)IF ...} [ELSE ...] END IF ';' - repeatable ELSIF and optional ELSE match diagram.
img-06892	C	match	if_statement: IF condition THEN statement {statement} {ELS(E)IF ...} [ELSE ...] END IF ';' - repeatable ELSIF and optional ELSE match diagram.
img-01017	C	match	case_statement_1 (CASE {WHEN condition THEN ...} [ELSE ...] END CASE) and case_statement_2 (CASE case_variable {WHEN when_value THEN ...} [ELSE ...] END CASE) - both forms match.
img-02208	C	match	case_statement_1 (CASE {WHEN condition THEN ...} [ELSE ...] END CASE) and case_statement_2 (CASE case_variable {WHEN when_value THEN ...} [ELSE ...] END CASE) - both forms match.
