ref_id	class	decided_by	rationale	raster_readable
img-00620	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00621	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00622	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00623	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00624	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00625	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00626	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00627	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00628	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00629	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00630	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00631	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00632	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00633	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00634	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00635	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00636	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00637	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00638	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00639	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00640	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00641	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00642	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00643	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00644	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00645	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00646	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00647	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00648	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00649	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00650	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00651	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00652	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00653	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00654	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00655	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00656	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00657	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00658	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00659	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00660	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00661	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00662	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00663	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00664	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00665	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00666	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00667	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00668	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00669	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00670	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00671	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00672	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00673	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00674	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00675	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00676	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00677	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00678	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00679	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00680	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00681	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00682	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00683	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00684	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00685	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00686	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00687	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00688	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00689	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00690	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00691	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00692	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00693	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00694	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00695	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00696	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00697	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00698	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00699	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00700	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00701	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00702	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00703	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00704	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00705	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00706	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00707	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00708	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00709	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00710	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00711	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00712	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00713	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00714	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00715	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00716	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00717	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00718	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00719	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00720	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00721	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00722	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00723	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00724	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00725	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00726	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00727	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00728	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00729	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00730	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00731	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00732	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00733	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00734	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00735	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00736	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00737	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00738	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00739	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00740	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00741	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00742	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00743	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00744	E	img06-audit-reclassify	YES/NO decision flowchart resolving LOB-column vs partition tablespace precedence in CREATE TABLE; branching logic not in prose	yes
img-00745	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00746	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00747	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00748	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00749	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00750	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00751	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00752	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00753	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00754	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00755	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00756	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00757	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00758	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00759	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00760	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00761	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00762	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00763	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00764	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00765	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00766	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00767	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00768	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00769	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00770	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00771	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00772	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00773	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00774	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00775	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00776	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00777	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00778	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00779	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00780	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00781	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00782	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00783	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00784	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00785	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00786	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00787	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00788	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00789	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00790	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00791	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00792	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00793	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00794	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00795	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00796	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00797	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00798	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00799	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00800	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00801	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00802	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00803	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00804	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00805	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00806	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00807	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00808	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00809	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	missing
img-00810	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00811	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00812	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00813	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00814	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00815	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00816	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00817	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00818	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00819	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00820	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00821	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00822	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00823	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00824	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00825	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00826	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00827	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00828	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00829	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00830	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00831	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00832	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00833	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00834	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00835	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00836	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00837	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00838	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00839	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00840	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00841	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00842	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00843	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00844	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00845	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00846	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00847	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00848	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00849	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00850	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00851	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00852	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00853	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00854	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00855	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00856	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00857	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00858	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00859	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00860	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00861	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00862	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00863	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00864	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00865	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00866	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00867	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00868	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00869	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00870	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00871	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00872	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00873	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00874	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00875	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00876	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00877	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00878	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00879	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00880	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00881	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00882	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00883	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00884	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00885	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00886	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00887	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00888	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00889	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00890	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00891	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00892	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00893	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00894	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00895	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00896	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00897	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00898	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00899	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-00900	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-00901	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-00902	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-00903	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00904	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00905	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00906	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00907	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00908	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00909	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00910	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00911	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00912	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00913	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-00914	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-00915	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00916	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00917	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00918	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00919	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00920	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00921	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00922	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00923	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00924	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00925	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00926	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-00927	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-00928	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00929	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00930	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-00931	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00932	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00933	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00934	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00935	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-00936	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
