playbook_id	playbook_path	playbook_title	domain	validation_status	source_id	source_origin	source_path	source_role	source_family	version_scope	authority_label	source_pack_shard_id	source_pack_block_id	source_pack_block_ref	source_pack_validation_status	aid_route_or_tier	aid_tier_ids	korean_aligned_baseline_block_ids	generated_artifact_types	protected_topic	guardrail_ids	remaining_gap_ids	remaining_gap_class	notes
APB-000008	GPTs/agent_playbooks/security_tls.md	Security And TLS Playbook	Security and TLS	pass	SRC-000020	repo	Manuals/Altibase_7.1/eng/Altibase SSL TLS User's Guide.md	product_source	security_ssl_tls	7.1	English extraction aid	SHARD-012	BLOCK-000850	SRC-000020/BLOCK-000850	pass	primary_working_source		KAE-BLOCK-000272;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;commands;validation_checks	yes	CONF-000004;CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed guarded route for server TLS basics, protected security properties, certificate paths, access controls, and handoff to client or replication SSL playbooks.
APB-000008	GPTs/agent_playbooks/security_tls.md	Security And TLS Playbook	Security and TLS	pass	SRC-000115	repo	Manuals/Altibase_7.3/kor/Altibase SSL TLS User's Guide.md	product_source	security_ssl_tls	7.3	Korean authoritative	SHARD-012	BLOCK-000853	SRC-000115/BLOCK-000853	pass	primary_working_source		KAE-BLOCK-000272;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;commands;validation_checks	yes	CONF-000004;CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed guarded route for server TLS basics, protected security properties, certificate paths, access controls, and handoff to client or replication SSL playbooks.
APB-000008	GPTs/agent_playbooks/security_tls.md	Security And TLS Playbook	Security and TLS	pass	SRC-000084	repo	Manuals/Altibase_7.3/eng/Altibase SSL TLS User's Guide.md	product_source	security_ssl_tls	7.3	English extraction aid	SHARD-012	BLOCK-000852	SRC-000084/BLOCK-000852	pass	primary_working_source		KAE-BLOCK-000272;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;commands;validation_checks	yes	CONF-000004;CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed guarded route for server TLS basics, protected security properties, certificate paths, access controls, and handoff to client or replication SSL playbooks.
APB-000008	GPTs/agent_playbooks/security_tls.md	Security And TLS Playbook	Security and TLS	pass	SRC-000175	repo	Manuals/Altibase_trunk/kor/Altibase SSL TLS User's Guide.md	product_source	security_ssl_tls	8.1_verified	Korean authoritative; Altibase 8.1 verified source	SHARD-012	BLOCK-000855	SRC-000175/BLOCK-000855	pass	primary_working_source		KAE-BLOCK-000272;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;commands;validation_checks	yes	CONF-000004;CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed guarded route for server TLS basics, protected security properties, certificate paths, access controls, and handoff to client or replication SSL playbooks.
APB-000008	GPTs/agent_playbooks/security_tls.md	Security And TLS Playbook	Security and TLS	pass	SRC-000145	repo	Manuals/Altibase_trunk/eng/Altibase SSL TLS User's Guide.md	product_source	security_ssl_tls	8.1_verified	English extraction aid; Altibase 8.1 verified source	SHARD-012	BLOCK-000854	SRC-000145/BLOCK-000854	pass	primary_working_source		KAE-BLOCK-000272;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;commands;validation_checks	yes	CONF-000004;CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed guarded route for server TLS basics, protected security properties, certificate paths, access controls, and handoff to client or replication SSL playbooks.
APB-000008	GPTs/agent_playbooks/security_tls.md	Security And TLS Playbook	Security and TLS	pass	SRC-000049	repo	Manuals/Altibase_7.1/kor/Administrator's Manual.md	product_source	administrator_operations	7.1	Korean authoritative	SHARD-001	BLOCK-000002	SRC-000049/BLOCK-000002	pass	primary_working_source		KAE-BLOCK-000272;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;commands;validation_checks	yes	CONF-000004;CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed guarded route for server TLS basics, protected security properties, certificate paths, access controls, and handoff to client or replication SSL playbooks.
APB-000008	GPTs/agent_playbooks/security_tls.md	Security And TLS Playbook	Security and TLS	pass	SRC-000018	repo	Manuals/Altibase_7.1/eng/Administrator's Manual.md	product_source	administrator_operations	7.1	English extraction aid	SHARD-001	BLOCK-000001	SRC-000018/BLOCK-000001	pass	primary_working_source		KAE-BLOCK-000272;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;commands;validation_checks	yes	CONF-000004;CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed guarded route for server TLS basics, protected security properties, certificate paths, access controls, and handoff to client or replication SSL playbooks.
APB-000008	GPTs/agent_playbooks/security_tls.md	Security And TLS Playbook	Security and TLS	pass	SRC-000113	repo	Manuals/Altibase_7.3/kor/Administrator's Manual.md	product_source	administrator_operations	7.3	Korean authoritative	SHARD-001	BLOCK-000004	SRC-000113/BLOCK-000004	pass	primary_working_source		KAE-BLOCK-000272;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;commands;validation_checks	yes	CONF-000004;CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed guarded route for server TLS basics, protected security properties, certificate paths, access controls, and handoff to client or replication SSL playbooks.
APB-000008	GPTs/agent_playbooks/security_tls.md	Security And TLS Playbook	Security and TLS	pass	SRC-000082	repo	Manuals/Altibase_7.3/eng/Administrator’s Manual.md	product_source	administrator_operations	7.3	English extraction aid	SHARD-001	BLOCK-000003	SRC-000082/BLOCK-000003	pass	primary_working_source		KAE-BLOCK-000272;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;commands;validation_checks	yes	CONF-000004;CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed guarded route for server TLS basics, protected security properties, certificate paths, access controls, and handoff to client or replication SSL playbooks.
APB-000008	GPTs/agent_playbooks/security_tls.md	Security And TLS Playbook	Security and TLS	pass	SRC-000173	repo	Manuals/Altibase_trunk/kor/Administrator's Manual.md	product_source	administrator_operations	8.1_verified	Korean authoritative; Altibase 8.1 verified source	SHARD-001	BLOCK-000006	SRC-000173/BLOCK-000006	pass	primary_working_source		KAE-BLOCK-000272;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;commands;validation_checks	yes	CONF-000004;CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed guarded route for server TLS basics, protected security properties, certificate paths, access controls, and handoff to client or replication SSL playbooks.
APB-000008	GPTs/agent_playbooks/security_tls.md	Security And TLS Playbook	Security and TLS	pass	SRC-000143	repo	Manuals/Altibase_trunk/eng/Administrator’s Manual.md	product_source	administrator_operations	8.1_verified	English extraction aid; Altibase 8.1 verified source	SHARD-001	BLOCK-000005	SRC-000143/BLOCK-000005	pass	primary_working_source		KAE-BLOCK-000272;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;commands;validation_checks	yes	CONF-000004;CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed guarded route for server TLS basics, protected security properties, certificate paths, access controls, and handoff to client or replication SSL playbooks.
APB-000008	GPTs/agent_playbooks/security_tls.md	Security And TLS Playbook	Security and TLS	pass	SRC-000056	repo	Manuals/Altibase_7.1/kor/General Reference-1.Data Types & Altibase Properties.md	product_source	general_reference_1_datatypes_properties	7.1	Korean authoritative	SHARD-008	BLOCK-000515	SRC-000056/BLOCK-000515	pass	primary_working_source		KAE-BLOCK-000272;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;commands;validation_checks	yes	CONF-000004;CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed guarded route for server TLS basics, protected security properties, certificate paths, access controls, and handoff to client or replication SSL playbooks.
APB-000008	GPTs/agent_playbooks/security_tls.md	Security And TLS Playbook	Security and TLS	pass	SRC-000025	repo	Manuals/Altibase_7.1/eng/General Reference-1.Data Types & Altibase Properties.md	product_source	general_reference_1_datatypes_properties	7.1	English extraction aid	SHARD-007	BLOCK-000514	SRC-000025/BLOCK-000514	pass	primary_working_source		KAE-BLOCK-000272;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;commands;validation_checks	yes	CONF-000004;CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed guarded route for server TLS basics, protected security properties, certificate paths, access controls, and handoff to client or replication SSL playbooks.
APB-000008	GPTs/agent_playbooks/security_tls.md	Security And TLS Playbook	Security and TLS	pass	SRC-000120	repo	Manuals/Altibase_7.3/kor/General_Reference-1.Data Types & Altibase Properties.md	product_source	general_reference_1_datatypes_properties	7.3	Korean authoritative	SHARD-008	BLOCK-000517	SRC-000120/BLOCK-000517	pass	primary_working_source		KAE-BLOCK-000272;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;commands;validation_checks	yes	CONF-000004;CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed guarded route for server TLS basics, protected security properties, certificate paths, access controls, and handoff to client or replication SSL playbooks.
APB-000008	GPTs/agent_playbooks/security_tls.md	Security And TLS Playbook	Security and TLS	pass	SRC-000089	repo	Manuals/Altibase_7.3/eng/General Reference-1.Data Types & Altibase Properties.md	product_source	general_reference_1_datatypes_properties	7.3	English extraction aid	SHARD-008	BLOCK-000516	SRC-000089/BLOCK-000516	pass	primary_working_source		KAE-BLOCK-000272;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;commands;validation_checks	yes	CONF-000004;CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed guarded route for server TLS basics, protected security properties, certificate paths, access controls, and handoff to client or replication SSL playbooks.
APB-000008	GPTs/agent_playbooks/security_tls.md	Security And TLS Playbook	Security and TLS	pass	SRC-000180	repo	Manuals/Altibase_trunk/kor/General_Reference-1.Data Types & Altibase Properties.md	product_source	general_reference_1_datatypes_properties	8.1_verified	Korean authoritative; Altibase 8.1 verified source	SHARD-008	BLOCK-000519	SRC-000180/BLOCK-000519	pass	primary_working_source		KAE-BLOCK-000272;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;commands;validation_checks	yes	CONF-000004;CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed guarded route for server TLS basics, protected security properties, certificate paths, access controls, and handoff to client or replication SSL playbooks.
APB-000008	GPTs/agent_playbooks/security_tls.md	Security And TLS Playbook	Security and TLS	pass	SRC-000150	repo	Manuals/Altibase_trunk/eng/General Reference-1.Data Types & Altibase Properties.md	product_source	general_reference_1_datatypes_properties	8.1_verified	English extraction aid; Altibase 8.1 verified source	SHARD-008	BLOCK-000518	SRC-000150/BLOCK-000518	pass	primary_working_source		KAE-BLOCK-000272;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;commands;validation_checks	yes	CONF-000004;CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed guarded route for server TLS basics, protected security properties, certificate paths, access controls, and handoff to client or replication SSL playbooks.
APB-000008	GPTs/agent_playbooks/security_tls.md	Security And TLS Playbook	Security and TLS	pass	AID-SRC-000428	aid	~/AID/llm-reference/03-operation-administration-security.md	aid_source	aid_llm_reference	aid	AID source-backed llm-reference	SHARD-003	BLOCK-000438	AID-SRC-000428/BLOCK-000438	pass	primary_working_source		KAE-BLOCK-000272;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;commands;validation_checks	yes	CONF-000004;CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed guarded route for server TLS basics, protected security properties, certificate paths, access controls, and handoff to client or replication SSL playbooks.
APB-000009	GPTs/agent_playbooks/odbc_c_clients.md	ODBC And C Clients Playbook	ODBC and C clients	pass	SRC-000046	repo	Manuals/Altibase_7.1/kor/API User's Manual.md	product_source	c_cli_odbc_precompiler	7.1	Korean authoritative	SHARD-004	BLOCK-000467	SRC-000046/BLOCK-000467	pass	primary_working_source		KAE-BLOCK-000002;KAE-BLOCK-000003;KAE-BLOCK-000004;KAE-BLOCK-000005;KAE-BLOCK-000006;KAE-BLOCK-000137;KAE-BLOCK-000138;KAE-BLOCK-000139;KAE-BLOCK-000140;KAE-BLOCK-000141;KAE-BLOCK-000192;KAE-BLOCK-000193;KAE-BLOCK-000194;KAE-BLOCK-000195;KAE-BLOCK-000196;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;code;commands;compile_checks;connection_checks;diagnostics;tests	no	CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed ODBC, CLI, ACI, Precompiler/APRE, compile, link, runtime, DSN, unixODBC, and diagnostics route with source-block and runtime-evidence guardrails.
APB-000009	GPTs/agent_playbooks/odbc_c_clients.md	ODBC And C Clients Playbook	ODBC and C clients	pass	SRC-000015	repo	Manuals/Altibase_7.1/eng/API User's Manual.md	product_source	c_cli_odbc_precompiler	7.1	English extraction aid	SHARD-004	BLOCK-000462	SRC-000015/BLOCK-000462	pass	primary_working_source		KAE-BLOCK-000002;KAE-BLOCK-000003;KAE-BLOCK-000004;KAE-BLOCK-000005;KAE-BLOCK-000006;KAE-BLOCK-000137;KAE-BLOCK-000138;KAE-BLOCK-000139;KAE-BLOCK-000140;KAE-BLOCK-000141;KAE-BLOCK-000192;KAE-BLOCK-000193;KAE-BLOCK-000194;KAE-BLOCK-000195;KAE-BLOCK-000196;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;code;commands;compile_checks;connection_checks;diagnostics;tests	no	CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed ODBC, CLI, ACI, Precompiler/APRE, compile, link, runtime, DSN, unixODBC, and diagnostics route with source-block and runtime-evidence guardrails.
APB-000009	GPTs/agent_playbooks/odbc_c_clients.md	ODBC And C Clients Playbook	ODBC and C clients	pass	SRC-000050	repo	Manuals/Altibase_7.1/kor/Altibase C Interface Manual.md	product_source	c_cli_odbc_precompiler	7.1	Korean authoritative	SHARD-004	BLOCK-000468	SRC-000050/BLOCK-000468	pass	primary_working_source		KAE-BLOCK-000002;KAE-BLOCK-000003;KAE-BLOCK-000004;KAE-BLOCK-000005;KAE-BLOCK-000006;KAE-BLOCK-000137;KAE-BLOCK-000138;KAE-BLOCK-000139;KAE-BLOCK-000140;KAE-BLOCK-000141;KAE-BLOCK-000192;KAE-BLOCK-000193;KAE-BLOCK-000194;KAE-BLOCK-000195;KAE-BLOCK-000196;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;code;commands;compile_checks;connection_checks;diagnostics;tests	no	CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed ODBC, CLI, ACI, Precompiler/APRE, compile, link, runtime, DSN, unixODBC, and diagnostics route with source-block and runtime-evidence guardrails.
APB-000009	GPTs/agent_playbooks/odbc_c_clients.md	ODBC And C Clients Playbook	ODBC and C clients	pass	SRC-000019	repo	Manuals/Altibase_7.1/eng/Altibase C Interface Manual.md	product_source	c_cli_odbc_precompiler	7.1	English extraction aid	SHARD-004	BLOCK-000463	SRC-000019/BLOCK-000463	pass	primary_working_source		KAE-BLOCK-000002;KAE-BLOCK-000003;KAE-BLOCK-000004;KAE-BLOCK-000005;KAE-BLOCK-000006;KAE-BLOCK-000137;KAE-BLOCK-000138;KAE-BLOCK-000139;KAE-BLOCK-000140;KAE-BLOCK-000141;KAE-BLOCK-000192;KAE-BLOCK-000193;KAE-BLOCK-000194;KAE-BLOCK-000195;KAE-BLOCK-000196;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;code;commands;compile_checks;connection_checks;diagnostics;tests	no	CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed ODBC, CLI, ACI, Precompiler/APRE, compile, link, runtime, DSN, unixODBC, and diagnostics route with source-block and runtime-evidence guardrails.
APB-000009	GPTs/agent_playbooks/odbc_c_clients.md	ODBC And C Clients Playbook	ODBC and C clients	pass	SRC-000052	repo	Manuals/Altibase_7.1/kor/CLI User's Manual.md	product_source	c_cli_odbc_precompiler	7.1	Korean authoritative	SHARD-004	BLOCK-000469	SRC-000052/BLOCK-000469	pass	primary_working_source		KAE-BLOCK-000002;KAE-BLOCK-000003;KAE-BLOCK-000004;KAE-BLOCK-000005;KAE-BLOCK-000006;KAE-BLOCK-000137;KAE-BLOCK-000138;KAE-BLOCK-000139;KAE-BLOCK-000140;KAE-BLOCK-000141;KAE-BLOCK-000192;KAE-BLOCK-000193;KAE-BLOCK-000194;KAE-BLOCK-000195;KAE-BLOCK-000196;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;code;commands;compile_checks;connection_checks;diagnostics;tests	no	CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed ODBC, CLI, ACI, Precompiler/APRE, compile, link, runtime, DSN, unixODBC, and diagnostics route with source-block and runtime-evidence guardrails.
APB-000009	GPTs/agent_playbooks/odbc_c_clients.md	ODBC And C Clients Playbook	ODBC and C clients	pass	SRC-000021	repo	Manuals/Altibase_7.1/eng/CLI User's Manual.md	product_source	c_cli_odbc_precompiler	7.1	English extraction aid	SHARD-004	BLOCK-000464	SRC-000021/BLOCK-000464	pass	primary_working_source		KAE-BLOCK-000002;KAE-BLOCK-000003;KAE-BLOCK-000004;KAE-BLOCK-000005;KAE-BLOCK-000006;KAE-BLOCK-000137;KAE-BLOCK-000138;KAE-BLOCK-000139;KAE-BLOCK-000140;KAE-BLOCK-000141;KAE-BLOCK-000192;KAE-BLOCK-000193;KAE-BLOCK-000194;KAE-BLOCK-000195;KAE-BLOCK-000196;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;code;commands;compile_checks;connection_checks;diagnostics;tests	no	CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed ODBC, CLI, ACI, Precompiler/APRE, compile, link, runtime, DSN, unixODBC, and diagnostics route with source-block and runtime-evidence guardrails.
APB-000009	GPTs/agent_playbooks/odbc_c_clients.md	ODBC And C Clients Playbook	ODBC and C clients	pass	SRC-000065	repo	Manuals/Altibase_7.1/kor/ODBC User's Manual.md	product_source	c_cli_odbc_precompiler	7.1	Korean authoritative	SHARD-004	BLOCK-000470	SRC-000065/BLOCK-000470	pass	primary_working_source		KAE-BLOCK-000002;KAE-BLOCK-000003;KAE-BLOCK-000004;KAE-BLOCK-000005;KAE-BLOCK-000006;KAE-BLOCK-000137;KAE-BLOCK-000138;KAE-BLOCK-000139;KAE-BLOCK-000140;KAE-BLOCK-000141;KAE-BLOCK-000192;KAE-BLOCK-000193;KAE-BLOCK-000194;KAE-BLOCK-000195;KAE-BLOCK-000196;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;code;commands;compile_checks;connection_checks;diagnostics;tests	no	CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed ODBC, CLI, ACI, Precompiler/APRE, compile, link, runtime, DSN, unixODBC, and diagnostics route with source-block and runtime-evidence guardrails.
APB-000009	GPTs/agent_playbooks/odbc_c_clients.md	ODBC And C Clients Playbook	ODBC and C clients	pass	SRC-000034	repo	Manuals/Altibase_7.1/eng/ODBC User's Manual.md	product_source	c_cli_odbc_precompiler	7.1	English extraction aid	SHARD-004	BLOCK-000465	SRC-000034/BLOCK-000465	pass	primary_working_source		KAE-BLOCK-000002;KAE-BLOCK-000003;KAE-BLOCK-000004;KAE-BLOCK-000005;KAE-BLOCK-000006;KAE-BLOCK-000137;KAE-BLOCK-000138;KAE-BLOCK-000139;KAE-BLOCK-000140;KAE-BLOCK-000141;KAE-BLOCK-000192;KAE-BLOCK-000193;KAE-BLOCK-000194;KAE-BLOCK-000195;KAE-BLOCK-000196;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;code;commands;compile_checks;connection_checks;diagnostics;tests	no	CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed ODBC, CLI, ACI, Precompiler/APRE, compile, link, runtime, DSN, unixODBC, and diagnostics route with source-block and runtime-evidence guardrails.
APB-000009	GPTs/agent_playbooks/odbc_c_clients.md	ODBC And C Clients Playbook	ODBC and C clients	pass	SRC-000068	repo	Manuals/Altibase_7.1/kor/Precompiler User's Manual.md	product_source	c_cli_odbc_precompiler	7.1	Korean authoritative	SHARD-005	BLOCK-000471	SRC-000068/BLOCK-000471	pass	primary_working_source		KAE-BLOCK-000002;KAE-BLOCK-000003;KAE-BLOCK-000004;KAE-BLOCK-000005;KAE-BLOCK-000006;KAE-BLOCK-000137;KAE-BLOCK-000138;KAE-BLOCK-000139;KAE-BLOCK-000140;KAE-BLOCK-000141;KAE-BLOCK-000192;KAE-BLOCK-000193;KAE-BLOCK-000194;KAE-BLOCK-000195;KAE-BLOCK-000196;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;code;commands;compile_checks;connection_checks;diagnostics;tests	no	CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed ODBC, CLI, ACI, Precompiler/APRE, compile, link, runtime, DSN, unixODBC, and diagnostics route with source-block and runtime-evidence guardrails.
APB-000009	GPTs/agent_playbooks/odbc_c_clients.md	ODBC And C Clients Playbook	ODBC and C clients	pass	SRC-000036	repo	Manuals/Altibase_7.1/eng/Precompiler User’s Manual.md	product_source	c_cli_odbc_precompiler	7.1	English extraction aid	SHARD-004	BLOCK-000466	SRC-000036/BLOCK-000466	pass	primary_working_source		KAE-BLOCK-000002;KAE-BLOCK-000003;KAE-BLOCK-000004;KAE-BLOCK-000005;KAE-BLOCK-000006;KAE-BLOCK-000137;KAE-BLOCK-000138;KAE-BLOCK-000139;KAE-BLOCK-000140;KAE-BLOCK-000141;KAE-BLOCK-000192;KAE-BLOCK-000193;KAE-BLOCK-000194;KAE-BLOCK-000195;KAE-BLOCK-000196;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;code;commands;compile_checks;connection_checks;diagnostics;tests	no	CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed ODBC, CLI, ACI, Precompiler/APRE, compile, link, runtime, DSN, unixODBC, and diagnostics route with source-block and runtime-evidence guardrails.
APB-000009	GPTs/agent_playbooks/odbc_c_clients.md	ODBC And C Clients Playbook	ODBC and C clients	pass	SRC-000110	repo	Manuals/Altibase_7.3/kor/API User's Manual.md	product_source	c_cli_odbc_precompiler	7.3	Korean authoritative	SHARD-005	BLOCK-000477	SRC-000110/BLOCK-000477	pass	primary_working_source		KAE-BLOCK-000002;KAE-BLOCK-000003;KAE-BLOCK-000004;KAE-BLOCK-000005;KAE-BLOCK-000006;KAE-BLOCK-000137;KAE-BLOCK-000138;KAE-BLOCK-000139;KAE-BLOCK-000140;KAE-BLOCK-000141;KAE-BLOCK-000192;KAE-BLOCK-000193;KAE-BLOCK-000194;KAE-BLOCK-000195;KAE-BLOCK-000196;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;code;commands;compile_checks;connection_checks;diagnostics;tests	no	CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed ODBC, CLI, ACI, Precompiler/APRE, compile, link, runtime, DSN, unixODBC, and diagnostics route with source-block and runtime-evidence guardrails.
APB-000009	GPTs/agent_playbooks/odbc_c_clients.md	ODBC And C Clients Playbook	ODBC and C clients	pass	SRC-000079	repo	Manuals/Altibase_7.3/eng/API User's Manual.md	product_source	c_cli_odbc_precompiler	7.3	English extraction aid	SHARD-005	BLOCK-000472	SRC-000079/BLOCK-000472	pass	primary_working_source		KAE-BLOCK-000002;KAE-BLOCK-000003;KAE-BLOCK-000004;KAE-BLOCK-000005;KAE-BLOCK-000006;KAE-BLOCK-000137;KAE-BLOCK-000138;KAE-BLOCK-000139;KAE-BLOCK-000140;KAE-BLOCK-000141;KAE-BLOCK-000192;KAE-BLOCK-000193;KAE-BLOCK-000194;KAE-BLOCK-000195;KAE-BLOCK-000196;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;code;commands;compile_checks;connection_checks;diagnostics;tests	no	CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed ODBC, CLI, ACI, Precompiler/APRE, compile, link, runtime, DSN, unixODBC, and diagnostics route with source-block and runtime-evidence guardrails.
APB-000009	GPTs/agent_playbooks/odbc_c_clients.md	ODBC And C Clients Playbook	ODBC and C clients	pass	SRC-000114	repo	Manuals/Altibase_7.3/kor/Altibase C Interface Manual.md	product_source	c_cli_odbc_precompiler	7.3	Korean authoritative	SHARD-005	BLOCK-000478	SRC-000114/BLOCK-000478	pass	primary_working_source		KAE-BLOCK-000002;KAE-BLOCK-000003;KAE-BLOCK-000004;KAE-BLOCK-000005;KAE-BLOCK-000006;KAE-BLOCK-000137;KAE-BLOCK-000138;KAE-BLOCK-000139;KAE-BLOCK-000140;KAE-BLOCK-000141;KAE-BLOCK-000192;KAE-BLOCK-000193;KAE-BLOCK-000194;KAE-BLOCK-000195;KAE-BLOCK-000196;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;code;commands;compile_checks;connection_checks;diagnostics;tests	no	CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed ODBC, CLI, ACI, Precompiler/APRE, compile, link, runtime, DSN, unixODBC, and diagnostics route with source-block and runtime-evidence guardrails.
APB-000009	GPTs/agent_playbooks/odbc_c_clients.md	ODBC And C Clients Playbook	ODBC and C clients	pass	SRC-000083	repo	Manuals/Altibase_7.3/eng/Altibase C Interface Manual.md	product_source	c_cli_odbc_precompiler	7.3	English extraction aid	SHARD-005	BLOCK-000473	SRC-000083/BLOCK-000473	pass	primary_working_source		KAE-BLOCK-000002;KAE-BLOCK-000003;KAE-BLOCK-000004;KAE-BLOCK-000005;KAE-BLOCK-000006;KAE-BLOCK-000137;KAE-BLOCK-000138;KAE-BLOCK-000139;KAE-BLOCK-000140;KAE-BLOCK-000141;KAE-BLOCK-000192;KAE-BLOCK-000193;KAE-BLOCK-000194;KAE-BLOCK-000195;KAE-BLOCK-000196;KAE-BLOCK-000274;KAE-BLOCK-000276	configuration;code;commands;compile_checks;connection_checks;diagnostics;tests	no	CONF-000006;CONF-000007	APG-S2-J012-003;APG-S2-J012-004	residual_risk_recheck_required;downstream_stage3_4_work	Source-backed ODBC, CLI, ACI, Precompiler/APRE, compile, link, runtime, DSN, unixODBC, and diagnostics route with source-block and runtime-evidence guardrails.
