upload_file_id	upload_path	playbook_id	playbook_title	validation_status	generated_artifact_types	required_missing_input_prompts	protected_topic	guardrail_ids	upload_visibility	route_status	notes
UPKG-018	GPTs/upload_package/18_security_ssl_tls.md	APB-000004	Properties Playbook	pass	configuration;SQL;commands;validation_sql	target_version;property_name;current_value;desired_value;restart_window;rollback_plan;startup_phase;source_section	yes	CONF-000004;CONF-000005	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-018	GPTs/upload_package/18_security_ssl_tls.md	APB-000007	Replication And CDC Playbook	pass	DDL;SQL;commands;configuration;runbook;diagnostics;validation_sql	target_version;patch_level;topology;replication_mode;local_host;remote_host;replication_ports;replication_state;object_definitions;primary_keys;character_sets;logs;tool_version;rollback_plan;validation_plan	yes	CONF-000004;CONF-000005;CONF-000006;CONF-000007;CONF-000008	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-018	GPTs/upload_package/18_security_ssl_tls.md	APB-000008	Security And TLS Playbook	pass	configuration;commands;validation_checks	target_version;certificate_paths;access_policy;client_type;network_path;rollback_plan;openssl_version;authentication_mode	yes	CONF-000004;CONF-000006;CONF-000007	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-018	GPTs/upload_package/18_security_ssl_tls.md	APB-000012	Migration And Integrations Playbook	pass	commands;scripts;configuration;mapping_notes;validation_checks;SQL;YAML;runbook	target_version;patch_level;third_party_version;source_database;target_schema;tool_version;compatibility_evidence;jdbc_driver;rollback_plan	yes	CONF-000004;CONF-000006;CONF-000007;CONF-000009	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-018	GPTs/upload_package/18_security_ssl_tls.md	APB-000017	AID, Version, Release, And Patch Routing Playbook	pass	routing_matrix;source_recheck_plan;version_boundary_note;patch_token_packet;aid_decision_packet;validation_checks	target_version;patch_level;source_id;aid_tier;source_label;release_note_version;bug_or_task_token;platform;tool_version;runtime_evidence;conflict_or_limitation_id;upload_package_decision	yes	CONF-000001;CONF-000002;CONF-000004;CONF-000005;CONF-000006;CONF-000007;CONF-000008;CONF-000009	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-018	GPTs/upload_package/18_security_ssl_tls.md	APB-000014	Test Generation Playbook	planned	tests;SQL;commands;cleanup	target_version;feature_under_test;setup_objects;negative_case;expected_output;cleanup_plan	no	CONF-000004;CONF-000005;CONF-000006;CONF-000007;CONF-000008	deferred_not_uploaded	deferred_guardrail	Dedicated test-generation route remains deferred; upload Markdown may include validation checks but does not claim a complete test-generation playbook.
UPKG-010	GPTs/upload_package/10_psm_stored_external_procedures.md	APB-000009	ODBC And C Clients Playbook	pass	configuration;code;commands;compile_checks;connection_checks;diagnostics;tests	target_version;client_package;os;compiler;dsn;library_path;sample_program;runtime_output;sqlstate	no	CONF-000006;CONF-000007	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-010	GPTs/upload_package/10_psm_stored_external_procedures.md	APB-000011	Tools Playbook	pass	commands;scripts;configuration;diagnostics;validation_checks;SQL	target_version;patch_level;tool_version;platform;input_files;output_files;installed_help;character_set;credentials_policy;rollback_plan	yes	CONF-000004;CONF-000006;CONF-000007	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-010	GPTs/upload_package/10_psm_stored_external_procedures.md	APB-000017	AID, Version, Release, And Patch Routing Playbook	pass	routing_matrix;source_recheck_plan;version_boundary_note;patch_token_packet;aid_decision_packet;validation_checks	target_version;patch_level;source_id;aid_tier;source_label;release_note_version;bug_or_task_token;platform;tool_version;runtime_evidence;conflict_or_limitation_id;upload_package_decision	yes	CONF-000001;CONF-000002;CONF-000004;CONF-000005;CONF-000006;CONF-000007;CONF-000008;CONF-000009	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-010	GPTs/upload_package/10_psm_stored_external_procedures.md	APB-000014	Test Generation Playbook	planned	tests;SQL;commands;cleanup	target_version;feature_under_test;setup_objects;negative_case;expected_output;cleanup_plan	no	CONF-000004;CONF-000005;CONF-000006;CONF-000007;CONF-000008	deferred_not_uploaded	deferred_guardrail	Dedicated test-generation route remains deferred; upload Markdown may include validation checks but does not claim a complete test-generation playbook.
UPKG-011	GPTs/upload_package/11_java_jdbc_spring.md	APB-000010	Java And JDBC Playbook	pass	configuration;code;commands;tests;connection_checks;diagnostics	target_version;jdk_version;driver_jar;framework_version;jdbc_url;credentials_policy;runtime_output;patch_level	no	CONF-000006;CONF-000007	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-011	GPTs/upload_package/11_java_jdbc_spring.md	APB-000012	Migration And Integrations Playbook	pass	commands;scripts;configuration;mapping_notes;validation_checks;SQL;YAML;runbook	target_version;patch_level;third_party_version;source_database;target_schema;tool_version;compatibility_evidence;jdbc_driver;rollback_plan	yes	CONF-000004;CONF-000006;CONF-000007;CONF-000009	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-011	GPTs/upload_package/11_java_jdbc_spring.md	APB-000017	AID, Version, Release, And Patch Routing Playbook	pass	routing_matrix;source_recheck_plan;version_boundary_note;patch_token_packet;aid_decision_packet;validation_checks	target_version;patch_level;source_id;aid_tier;source_label;release_note_version;bug_or_task_token;platform;tool_version;runtime_evidence;conflict_or_limitation_id;upload_package_decision	yes	CONF-000001;CONF-000002;CONF-000004;CONF-000005;CONF-000006;CONF-000007;CONF-000008;CONF-000009	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-011	GPTs/upload_package/11_java_jdbc_spring.md	APB-000014	Test Generation Playbook	planned	tests;SQL;commands;cleanup	target_version;feature_under_test;setup_objects;negative_case;expected_output;cleanup_plan	no	CONF-000004;CONF-000005;CONF-000006;CONF-000007;CONF-000008	deferred_not_uploaded	deferred_guardrail	Dedicated test-generation route remains deferred; upload Markdown may include validation checks but does not claim a complete test-generation playbook.
UPKG-012	GPTs/upload_package/12_c_cli_odbc_precompiler.md	APB-000009	ODBC And C Clients Playbook	pass	configuration;code;commands;compile_checks;connection_checks;diagnostics;tests	target_version;client_package;os;compiler;dsn;library_path;sample_program;runtime_output;sqlstate	no	CONF-000006;CONF-000007	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-012	GPTs/upload_package/12_c_cli_odbc_precompiler.md	APB-000011	Tools Playbook	pass	commands;scripts;configuration;diagnostics;validation_checks;SQL	target_version;patch_level;tool_version;platform;input_files;output_files;installed_help;character_set;credentials_policy;rollback_plan	yes	CONF-000004;CONF-000006;CONF-000007	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-012	GPTs/upload_package/12_c_cli_odbc_precompiler.md	APB-000017	AID, Version, Release, And Patch Routing Playbook	pass	routing_matrix;source_recheck_plan;version_boundary_note;patch_token_packet;aid_decision_packet;validation_checks	target_version;patch_level;source_id;aid_tier;source_label;release_note_version;bug_or_task_token;platform;tool_version;runtime_evidence;conflict_or_limitation_id;upload_package_decision	yes	CONF-000001;CONF-000002;CONF-000004;CONF-000005;CONF-000006;CONF-000007;CONF-000008;CONF-000009	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-012	GPTs/upload_package/12_c_cli_odbc_precompiler.md	APB-000014	Test Generation Playbook	planned	tests;SQL;commands;cleanup	target_version;feature_under_test;setup_objects;negative_case;expected_output;cleanup_plan	no	CONF-000004;CONF-000005;CONF-000006;CONF-000007;CONF-000008	deferred_not_uploaded	deferred_guardrail	Dedicated test-generation route remains deferred; upload Markdown may include validation checks but does not claim a complete test-generation playbook.
UPKG-013	GPTs/upload_package/13_isql_iloader_basic_tools.md	APB-000001	Installation And Startup Playbook	pass	commands;configuration;runbook;validation_sql	target_version;patch_level;platform;install_path;instance_name;startup_state;license_path;rollback_plan	yes	CONF-000004;CONF-000007	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-013	GPTs/upload_package/13_isql_iloader_basic_tools.md	APB-000011	Tools Playbook	pass	commands;scripts;configuration;diagnostics;validation_checks;SQL	target_version;patch_level;tool_version;platform;input_files;output_files;installed_help;character_set;credentials_policy;rollback_plan	yes	CONF-000004;CONF-000006;CONF-000007	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-013	GPTs/upload_package/13_isql_iloader_basic_tools.md	APB-000013	Errors And Troubleshooting Playbook	pass	diagnostics;SQL;commands;configuration;monitoring_checks;validation_sql;next_checks;escalation_packet	target_version;patch_level;exact_error_code;error_symbol;error_message;log_excerpt;object_definitions;runtime_state;SQL_or_command;symptom_timeline;monitoring_route;rollback_plan;escalation_goal	yes	CONF-000004;CONF-000005;CONF-000006;CONF-000007;CONF-000008	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-013	GPTs/upload_package/13_isql_iloader_basic_tools.md	APB-000016	Protected Administration Operations Playbook	pass	commands;SQL;configuration;validation_sql;runbook;recovery_plan	target_version;patch_level;operation_class;object_names;startup_phase;source_section;validation_plan;rollback_plan;recovery_plan	yes	CONF-000004;CONF-000005;CONF-000007	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-013	GPTs/upload_package/13_isql_iloader_basic_tools.md	APB-000017	AID, Version, Release, And Patch Routing Playbook	pass	routing_matrix;source_recheck_plan;version_boundary_note;patch_token_packet;aid_decision_packet;validation_checks	target_version;patch_level;source_id;aid_tier;source_label;release_note_version;bug_or_task_token;platform;tool_version;runtime_evidence;conflict_or_limitation_id;upload_package_decision	yes	CONF-000001;CONF-000002;CONF-000004;CONF-000005;CONF-000006;CONF-000007;CONF-000008;CONF-000009	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-013	GPTs/upload_package/13_isql_iloader_basic_tools.md	APB-000014	Test Generation Playbook	planned	tests;SQL;commands;cleanup	target_version;feature_under_test;setup_objects;negative_case;expected_output;cleanup_plan	no	CONF-000004;CONF-000005;CONF-000006;CONF-000007;CONF-000008	deferred_not_uploaded	deferred_guardrail	Dedicated test-generation route remains deferred; upload Markdown may include validation checks but does not claim a complete test-generation playbook.
UPKG-014	GPTs/upload_package/14_utilities_operation_tools.md	APB-000011	Tools Playbook	pass	commands;scripts;configuration;diagnostics;validation_checks;SQL	target_version;patch_level;tool_version;platform;input_files;output_files;installed_help;character_set;credentials_policy;rollback_plan	yes	CONF-000004;CONF-000006;CONF-000007	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-014	GPTs/upload_package/14_utilities_operation_tools.md	APB-000013	Errors And Troubleshooting Playbook	pass	diagnostics;SQL;commands;configuration;monitoring_checks;validation_sql;next_checks;escalation_packet	target_version;patch_level;exact_error_code;error_symbol;error_message;log_excerpt;object_definitions;runtime_state;SQL_or_command;symptom_timeline;monitoring_route;rollback_plan;escalation_goal	yes	CONF-000004;CONF-000005;CONF-000006;CONF-000007;CONF-000008	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-014	GPTs/upload_package/14_utilities_operation_tools.md	APB-000017	AID, Version, Release, And Patch Routing Playbook	pass	routing_matrix;source_recheck_plan;version_boundary_note;patch_token_packet;aid_decision_packet;validation_checks	target_version;patch_level;source_id;aid_tier;source_label;release_note_version;bug_or_task_token;platform;tool_version;runtime_evidence;conflict_or_limitation_id;upload_package_decision	yes	CONF-000001;CONF-000002;CONF-000004;CONF-000005;CONF-000006;CONF-000007;CONF-000008;CONF-000009	customer_readable_route_only_no_playbook_ids_in_upload	routed	Task route is represented as customer-readable routing text in upload Markdown; internal playbook IDs stay in this crosswalk.
UPKG-014	GPTs/upload_package/14_utilities_operation_tools.md	APB-000014	Test Generation Playbook	planned	tests;SQL;commands;cleanup	target_version;feature_under_test;setup_objects;negative_case;expected_output;cleanup_plan	no	CONF-000004;CONF-000005;CONF-000006;CONF-000007;CONF-000008	deferred_not_uploaded	deferred_guardrail	Dedicated test-generation route remains deferred; upload Markdown may include validation checks but does not claim a complete test-generation playbook.
