crosswalk_row_type	source_id	source_origin	source_path	source_role	source_family	version_scope	authority_label	aid_tier	aid_source_class	aid_coverage_status	aid_allowed_downstream_use	aid_required_label	selection_decision	extraction_mode	source_pack_shard_id	source_pack_block_id	source_pack_validation_status	baseline_block_ids	baseline_alignment_statuses	baseline_downstream_uses	baseline_source_types	conflict_or_recheck_ids	downstream_candidate_use	stage2_routing_status	no_baseline_or_blocker_reason	last_verified_job
source_pack_source	SRC-000269	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_6_9_Patch_Notes.md	patch_note	patch_notes	7.1.0.6.9	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000722	pass	KAE-BLOCK-000105;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000270	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_7_0_Patch_Notes.md	patch_note	patch_notes	7.1.0.7.0	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000724	pass	KAE-BLOCK-000106;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000271	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_7_1_Patch_Notes.md	patch_note	patch_notes	7.1.0.7.1	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000726	pass	KAE-BLOCK-000107;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000272	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_7_2_Patch_Notes.md	patch_note	patch_notes	7.1.0.7.2	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000728	pass	KAE-BLOCK-000108;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000273	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_7_3_Patch_Notes.md	patch_note	patch_notes	7.1.0.7.3	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000730	pass	KAE-BLOCK-000109;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000274	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_7_4_Patch_Notes.md	patch_note	patch_notes	7.1.0.7.4	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000732	pass	KAE-BLOCK-000110;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000275	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_7_5_Patch_Notes.md	patch_note	patch_notes	7.1.0.7.5	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000734	pass	KAE-BLOCK-000111;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000276	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_7_6_Patch_Notes.md	patch_note	patch_notes	7.1.0.7.6	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000736	pass	KAE-BLOCK-000112;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000277	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_7_7_Patch_Notes.md	patch_note	patch_notes	7.1.0.7.7	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000738	pass	KAE-BLOCK-000113;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000278	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_7_8_Patch_Notes.md	patch_note	patch_notes	7.1.0.7.8	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000740	pass	KAE-BLOCK-000114;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000279	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_7_9_Patch_Notes.md	patch_note	patch_notes	7.1.0.7.9	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000742	pass	KAE-BLOCK-000115;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000280	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_8_0_Patch_Notes.md	patch_note	patch_notes	7.1.0.8.0	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000744	pass	KAE-BLOCK-000116;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000281	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_8_1_Patch_Notes.md	patch_note	patch_notes	7.1.0.8.1	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000746	pass	KAE-BLOCK-000117;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000282	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_8_2_Patch_Notes.md	patch_note	patch_notes	7.1.0.8.2	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000748	pass	KAE-BLOCK-000118;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000283	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_8_3_Patch_Notes.md	patch_note	patch_notes	7.1.0.8.3	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000750	pass	KAE-BLOCK-000119;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000284	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_8_4_Patch_Notes.md	patch_note	patch_notes	7.1.0.8.4	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000752	pass	KAE-BLOCK-000120;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000285	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_8_5_Patch_Notes.md	patch_note	patch_notes	7.1.0.8.5	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000754	pass	KAE-BLOCK-000121;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000286	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_8_6_Patch_Notes.md	patch_note	patch_notes	7.1.0.8.6	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000756	pass	KAE-BLOCK-000122;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000287	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_8_7_Patch_Notes.md	patch_note	patch_notes	7.1.0.8.7	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000758	pass	KAE-BLOCK-000123;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000288	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_8_8_Patch_Notes.md	patch_note	patch_notes	7.1.0.8.8	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000760	pass	KAE-BLOCK-000124;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000289	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_8_9_Patch_Notes.md	patch_note	patch_notes	7.1.0.8.9	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000762	pass	KAE-BLOCK-000125;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000290	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_9_0_Patch_Notes.md	patch_note	patch_notes	7.1.0.9.0	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000764	pass	KAE-BLOCK-000126;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000291	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_9_1_Patch_Notes.md	patch_note	patch_notes	7.1.0.9.1	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000766	pass	KAE-BLOCK-000127;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000292	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_9_2_Patch_Notes.md	patch_note	patch_notes	7.1.0.9.2	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000768	pass	KAE-BLOCK-000128;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000293	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_9_3_Patch_Notes.md	patch_note	patch_notes	7.1.0.9.3	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000770	pass	KAE-BLOCK-000129;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000294	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_9_4_Patch_Notes.md	patch_note	patch_notes	7.1.0.9.4	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000772	pass	KAE-BLOCK-000130;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000295	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_9_5_Patch_Notes.md	patch_note	patch_notes	7.1.0.9.5	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000774	pass	KAE-BLOCK-000131;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000296	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_9_6_Patch_Notes.md	patch_note	patch_notes	7.1.0.9.6	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000776	pass	KAE-BLOCK-000132;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000297	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_9_7_Patch_Notes.md	patch_note	patch_notes	7.1.0.9.7	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000778	pass	KAE-BLOCK-000133;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000298	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_9_8_Patch_Notes.md	patch_note	patch_notes	7.1.0.9.8	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000780	pass	KAE-BLOCK-000134;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000299	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_9_9_Patch_Notes.md	patch_note	patch_notes	7.1.0.9.9	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000782	pass	KAE-BLOCK-000135;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000300	repo	PatchNotes/Altibase_7.1/eng/README.md	patch_note	patch_notes	7.1	English extraction aid						include_exact	exact_markdown	SHARD-011	BLOCK-000618	pass	KAE-BLOCK-000025;KAE-BLOCK-000275	excluded;aligned	blocked_until_korean_authority_or_auxiliary_label;primary_working_source_after_alignment	repo_en_only;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000301	repo	PatchNotes/Altibase_7.1/kor/Altibase_7_1_0_10_0_Patch_Notes.md	patch_note	patch_notes	7.1.0.10.0	Korean authoritative						include_exact	exact_markdown	SHARD-011	BLOCK-000627	pass	KAE-BLOCK-000047;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000302	repo	PatchNotes/Altibase_7.1/kor/Altibase_7_1_0_10_1_Patch_Notes.md	patch_note	patch_notes	7.1.0.10.1	Korean authoritative						include_exact	exact_markdown	SHARD-011	BLOCK-000629	pass	KAE-BLOCK-000048;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000303	repo	PatchNotes/Altibase_7.1/kor/Altibase_7_1_0_10_2_Patch_Notes.md	patch_note	patch_notes	7.1.0.10.2	Korean authoritative						include_exact	exact_markdown	SHARD-011	BLOCK-000631	pass	KAE-BLOCK-000049;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000304	repo	PatchNotes/Altibase_7.1/kor/Altibase_7_1_0_10_3_Patch_Notes.md	patch_note	patch_notes	7.1.0.10.3	Korean authoritative						include_exact	exact_markdown	SHARD-011	BLOCK-000633	pass	KAE-BLOCK-000050;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000305	repo	PatchNotes/Altibase_7.1/kor/Altibase_7_1_0_10_4_Patch_Notes.md	patch_note	patch_notes	7.1.0.10.4	Korean authoritative						include_exact	exact_markdown	SHARD-011	BLOCK-000635	pass	KAE-BLOCK-000051;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000306	repo	PatchNotes/Altibase_7.1/kor/Altibase_7_1_0_10_5_Patch_Notes.md	patch_note	patch_notes	7.1.0.10.5	Korean authoritative						include_exact	exact_markdown	SHARD-011	BLOCK-000637	pass	KAE-BLOCK-000052;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000307	repo	PatchNotes/Altibase_7.1/kor/Altibase_7_1_0_10_6_Patch_Notes.md	patch_note	patch_notes	7.1.0.10.6	Korean authoritative						include_exact	exact_markdown	SHARD-011	BLOCK-000639	pass	KAE-BLOCK-000053;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000308	repo	PatchNotes/Altibase_7.1/kor/Altibase_7_1_0_10_7_Patch_Notes.md	patch_note	patch_notes	7.1.0.10.7	Korean authoritative						include_exact	exact_markdown	SHARD-011	BLOCK-000641	pass	KAE-BLOCK-000054;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000309	repo	PatchNotes/Altibase_7.1/kor/Altibase_7_1_0_10_8_Patch_Notes.md	patch_note	patch_notes	7.1.0.10.8	Korean authoritative						include_exact	exact_markdown	SHARD-011	BLOCK-000643	pass	KAE-BLOCK-000055;KAE-BLOCK-000275	pending;aligned	primary_working_source_after_alignment	repo_paired_ko_en;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000310	repo	PatchNotes/Altibase_7.1/kor/Altibase_7_1_0_1_3_Patch_Notes.md	patch_note	patch_notes	7.1.0.1.3	Korean authoritative						include_exact	exact_markdown	SHARD-011	BLOCK-000619	pass	KAE-BLOCK-000040;KAE-BLOCK-000275	pending;aligned	translation_candidate_after_alignment;primary_working_source_after_alignment	repo_ko_only;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000311	repo	PatchNotes/Altibase_7.1/kor/Altibase_7_1_0_1_4_Patch_Notes.md	patch_note	patch_notes	7.1.0.1.4	Korean authoritative						include_exact	exact_markdown	SHARD-011	BLOCK-000620	pass	KAE-BLOCK-000041;KAE-BLOCK-000275	pending;aligned	translation_candidate_after_alignment;primary_working_source_after_alignment	repo_ko_only;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000312	repo	PatchNotes/Altibase_7.1/kor/Altibase_7_1_0_1_5_Patch_Notes.md	patch_note	patch_notes	7.1.0.1.5	Korean authoritative						include_exact	exact_markdown	SHARD-011	BLOCK-000621	pass	KAE-BLOCK-000042;KAE-BLOCK-000275	pending;aligned	translation_candidate_after_alignment;primary_working_source_after_alignment	repo_ko_only;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000313	repo	PatchNotes/Altibase_7.1/kor/Altibase_7_1_0_1_6_Patch_Notes.md	patch_note	patch_notes	7.1.0.1.6	Korean authoritative						include_exact	exact_markdown	SHARD-011	BLOCK-000622	pass	KAE-BLOCK-000043;KAE-BLOCK-000275	pending;aligned	translation_candidate_after_alignment;primary_working_source_after_alignment	repo_ko_only;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000314	repo	PatchNotes/Altibase_7.1/kor/Altibase_7_1_0_1_7_Patch_Notes.md	patch_note	patch_notes	7.1.0.1.7	Korean authoritative						include_exact	exact_markdown	SHARD-011	BLOCK-000623	pass	KAE-BLOCK-000044;KAE-BLOCK-000275	pending;aligned	translation_candidate_after_alignment;primary_working_source_after_alignment	repo_ko_only;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000315	repo	PatchNotes/Altibase_7.1/kor/Altibase_7_1_0_1_8_Patch_Notes.md	patch_note	patch_notes	7.1.0.1.8	Korean authoritative						include_exact	exact_markdown	SHARD-011	BLOCK-000624	pass	KAE-BLOCK-000045;KAE-BLOCK-000275	pending;aligned	translation_candidate_after_alignment;primary_working_source_after_alignment	repo_ko_only;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
source_pack_source	SRC-000316	repo	PatchNotes/Altibase_7.1/kor/Altibase_7_1_0_1_9_Patch_Notes.md	patch_note	patch_notes	7.1.0.1.9	Korean authoritative						include_exact	exact_markdown	SHARD-011	BLOCK-000625	pass	KAE-BLOCK-000046;KAE-BLOCK-000275	pending;aligned	translation_candidate_after_alignment;primary_working_source_after_alignment	repo_ko_only;hybrid	CONF-000007	candidate_with_open_recheck_guardrail	guarded_candidate_recheck_before_exhaustive_playbook	An aligned or AID-reuse baseline route exists, but open conflict/recheck rows block exhaustive or production-ready downstream claims.	S1-J012
